bin	name	Chr	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
607	NM_001034046	chr11	-	2947405	2949454	2947468	2949438	4	2947405,2948468,2948743,2949335,	2947581,2948568,2948817,2949454,	0	COX5B	cmpl	cmpl	1,0,1,0,
131	NM_001034045	chr19	-	61130414	61236793	61130671	61236528	12	61130414,61136785,61143231,61145223,61146325,61149871,61150596,61151931,61153656,61154769,61165273,61236512,	61130749,61136831,61143371,61145301,61146453,61149923,61150713,61152051,61153770,61154818,61165340,61236793,	0	MAP2K6	cmpl	cmpl	0,2,0,0,1,0,0,0,0,2,1,0,
1191	NM_001017942	chr10	+	79499745	79534867	79499970	79534600	9	79499745,79499915,79501019,79523837,79526138,79530301,79530570,79531840,79534394,	79499781,79500081,79501092,79524015,79526298,79530396,79530675,79531977,79534867,	0	ARG2	cmpl	cmpl	-1,0,0,1,2,0,2,2,1,
855	NM_001034040	chr18	-	35417754	35420306	35417806	35420203	8	35417754,35418042,35418821,35418990,35419382,35419634,35419823,35420147,	35417918,35418194,35418880,35419106,35419523,35419732,35419911,35420306,	0	PSMB10	cmpl	cmpl	2,0,1,2,2,0,2,0,
636	NM_001034038	chr17	-	6717402	6722090	6717446	6722064	6	6717402,6717788,6718406,6720647,6721197,6722002,	6717568,6717898,6718615,6720835,6721301,6722090,	0	RPS3A	cmpl	cmpl	1,2,0,1,2,0,
9	NM_001033936	chr16	-	6199769	6333310	6199979	6333264	22	6199769,6200606,6211675,6212899,6214907,6215782,6228029,6233871,6236433,6236721,6237796,6242042,6244097,6269826,6270428,6298242,6303152,6308865,6313725,6316727,6317172,6333206,	6200176,6200789,6211849,6213076,6215081,6215992,6228212,6234051,6236613,6236907,6237973,6242219,6244280,6270003,6270617,6298416,6303323,6309057,6313802,6316833,6317358,6333310,	0	CFH	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,
723	NM_001034035	chrX	+	18177360	18208570	18177396	18207908	9	18177360,18186363,18187963,18197140,18200741,18203501,18207061,18207262,18207860,	18177423,18186470,18188147,18197206,18200759,18203584,18207108,18207339,18208570,	0	HPRT1	cmpl	cmpl	0,0,2,0,0,0,2,1,0,
1377	NM_001034034	chr5	-	103870383	103874667	103870572	103874317	12	103870383,103870744,103870927,103871109,103871274,103871605,103871779,103872000,103872209,103872407,103874294,103874614,	103870642,103870842,103871011,103871188,103871426,103871687,103871895,103872091,103872316,103872507,103874335,103874667,	0	GAPDH	cmpl	cmpl	2,0,0,2,0,2,0,2,0,2,0,-1,
806	NM_001034033	chr15	-	29019460	29023621	29020403	29023591	5	29019460,29020716,29021030,29021582,29023536,	29020469,29020760,29021162,29021792,29023621,	0	CD3D	cmpl	cmpl	0,1,1,1,0,
114	NM_001035431	chr24	-	43097146	43165170	43097418	43165093	10	43097146,43103810,43107611,43112542,43113916,43120095,43125795,43131065,43144494,43165024,	43097440,43103912,43107793,43112695,43114126,43120233,43125894,43131166,43144585,43165170,	0	PTPN2	cmpl	cmpl	2,2,0,0,0,0,0,1,0,0,
933	NM_001034016	chr28	-	45677705	45689736	45677898	45689417	7	45677705,45678525,45682277,45686507,45687065,45688624,45689316,	45678045,45678582,45682373,45686657,45687136,45688743,45689736,	0	TFAM	cmpl	cmpl	0,0,0,0,1,2,0,
83	NM_001033763	chr7	+	11269403	11273084	11269439	11271906	3	11269403,11270796,11271675,	11269650,11271377,11273084,	0	DNAJB1	cmpl	cmpl	0,1,0,
912	NM_001033762	chr13	+	42926682	42955332	42926921	42954541	11	42926682,42936779,42939817,42942434,42948313,42948771,42950995,42952351,42953917,42954250,42954394,	42926966,42936887,42939917,42942569,42948512,42948903,42951095,42952523,42954062,42954305,42955332,	0	GDI2	cmpl	cmpl	0,0,0,1,1,2,2,0,1,2,0,
883	NM_001015650	chr18	-	39068791	39081906	39069249	39081901	9	39068791,39069791,39070126,39071615,39072335,39074944,39077452,39079552,39081880,	39069304,39069951,39070280,39071729,39072523,39075027,39077652,39079765,39081906,	0	DHODH	cmpl	cmpl	2,1,0,0,1,2,0,0,0,
976	NM_001033618	chr19	+	51259441	51262291	51259956	51261559	5	51259441,51259950,51260599,51261145,51261415,	51259531,51260319,51261038,51261327,51262291,	0	ACTG1	cmpl	cmpl	-1,0,0,1,0,
641	NM_001033617	chr29	+	7375412	7415746	7375471	7415264	7	7375412,7377740,7396514,7401717,7406175,7412624,7414761,	7375643,7377886,7396681,7401873,7406291,7412756,7415746,	0	CTSC	cmpl	cmpl	0,1,0,2,2,1,1,
737	NM_001033615	chr3	+	19981528	20004457	19982534	20003832	8	19981528,19982533,19985773,19986723,19988605,19990098,19991495,20003732,	19981592,19982660,19985896,19986873,19988833,19990264,19991598,20004457,	0	CTSS	cmpl	cmpl	-1,0,0,0,0,0,1,2,
641	NM_001033614	chr23	+	7446387	7451048	7446430	7451009	6	7446387,7446897,7450345,7450519,7450731,7450933,	7446433,7446996,7450432,7450621,7450823,7451048,	0	RPS18	cmpl	cmpl	0,0,0,0,0,2,
596	NM_001033613	chr25	-	1519527	1521705	1519560	1521517	8	1519527,1519723,1520035,1520281,1520711,1521166,1521340,1521683,	1519641,1519815,1520195,1520455,1520819,1521256,1521520,1521705,	0	RPS2	cmpl	cmpl	0,1,0,0,0,0,0,-1,
639	NM_001033609	chr1	+	7114204	7127950	7114279	7127802	15	7114204,7116706,7117477,7119109,7119728,7120022,7120972,7121822,7122715,7122853,7123032,7123721,7123873,7124333,7127724,	7114339,7116797,7117557,7119259,7119909,7120084,7121110,7122001,7122782,7122941,7123148,7123793,7124038,7124453,7127950,	0	CCT8	cmpl	cmpl	0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,
1107	NM_001015635	chr6	+	68530437	68534897	68530622	68533910	4	68530437,68531369,68532582,68533439,	68530764,68531426,68532659,68534897,	0	RASL11B	cmpl	cmpl	0,1,1,0,
791	NM_001033610	chr5	+	27040266	27047717	27040347	27047465	9	27040266,27043099,27043941,27044436,27045111,27045548,27046430,27046769,27047310,	27040692,27043308,27044002,27044532,27045276,27045674,27046651,27046828,27047717,	0	KRT8	cmpl	cmpl	0,0,2,0,0,0,0,2,1,
1128	NM_001033608	chr17	+	71292116	71292909	71292213	71292782	3	71292116,71292460,71292715,	71292321,71292633,71292909,	0	MIF	cmpl	cmpl	0,0,2,
139	NM_001033121	chr1	-	69681020	69776203	69686147	69766359	9	69681020,69681628,69684288,69688073,69729653,69730956,69739529,69766026,69776121,	69681617,69684271,69687746,69688192,69729737,69731080,69739655,69766375,69776203,	0	ZNF148	cmpl	cmpl	-1,-1,0,1,1,0,0,0,-1,
156	NM_001032299	chr5	+	87876623	88043124	87876623	88043124	5	87876623,87934532,87980470,87988479,88042637,	87876859,87934677,87980580,87988572,88043124,	0	ST8SIA1	cmpl	cmpl	0,2,0,2,2,
1346	NM_001031852	chr5	+	99840535	99854320	99840535	99854320	6	99840535,99842747,99844060,99845410,99849781,99854187,	99840638,99842846,99844198,99845562,99849900,99854320,	0	CLEC7A	cmpl	cmpl	0,1,1,1,0,2,
654	NM_001031766	chr19	-	9146538	9161334	9147070	9161316	18	9146538,9147271,9147454,9148038,9149012,9149215,9149630,9151489,9151814,9156092,9156677,9156993,9157358,9157686,9158813,9159414,9160707,9161236,	9147162,9147369,9147537,9148172,9149120,9149285,9149701,9151555,9151857,9156149,9156786,9157098,9157487,9157784,9158969,9159482,9160817,9161334,	0	MKS1	cmpl	cmpl	1,2,0,1,1,0,1,1,0,0,2,2,2,0,0,1,2,0,
181	NM_001031764	chr4	-	114003986	114056736	114004403	114056679	8	114003986,114009783,114010528,114010683,114011361,114017503,114024076,114056627,	114004496,114009865,114010576,114010740,114011444,114017571,114024148,114056736,	0	RHEB	cmpl	cmpl	0,2,2,2,0,1,1,0,
995	NM_001015622	chr18	-	53753075	53755284	53753075	53755284	2	53753075,53754517,	53753469,53755284,	0	PTGIR	cmpl	cmpl	2,0,
1050	NM_001031761	chr15	+	61047886	61061503	61057646	61061193	4	61047886,61057584,61059316,61060964,	61048038,61058072,61059444,61061503,	0	ARL14EP	cmpl	cmpl	-1,0,0,2,
801	NM_001031759	chr29	-	28382329	28398701	28383537	28398677	7	28382329,28385024,28385394,28386558,28386948,28388144,28398592,	28383840,28385095,28385468,28386658,28387230,28388486,28398701,	0	HEPACAM	cmpl	cmpl	0,1,2,1,1,1,0,
102	NM_001031760	chr2	+	31290417	31345652	31290548	31345546	12	31290417,31291266,31293548,31299799,31301156,31302539,31304782,31325453,31326190,31329231,31335925,31345252,	31290587,31291384,31293623,31299934,31301222,31302646,31304862,31325524,31326352,31329344,31336057,31345652,	0	SLC38A11	cmpl	cmpl	0,0,1,1,1,1,0,2,1,1,0,0,
1056	NM_001031756	chr17	+	61838370	61842303	61838372	61842264	6	61838370,61838693,61839925,61840604,61841479,61842111,	61838606,61838792,61840069,61840653,61841664,61842303,	0	RPL6	cmpl	cmpl	0,0,0,0,1,0,
1067	NM_001031753	chr17	-	63183518	63193665	63184470	63193639	6	63183518,63185305,63185944,63189621,63189921,63193512,	63184810,63185396,63186018,63189720,63189964,63193665,	0	C17H12orf43	cmpl	cmpl	2,1,2,2,1,0,
1262	NM_001031752	chrX	+	88803970	88810596	88803970	88810596	2	88803970,88809739,	88804298,88810596,	0	BMP15	cmpl	cmpl	0,1,
882	NM_001031751	chr4	+	38929385	39010999	38929519	39010835	18	38929385,38936512,38942141,38944098,38949544,38955629,38957112,38977050,38980522,38990725,38996783,39000847,39002065,39004566,39005469,39006307,39006534,39010658,	38929607,38936678,38942254,38944213,38949687,38955750,38957231,38977225,38980650,38990828,38996917,39000886,39002162,39004641,39005616,39006414,39006680,39010999,	0	HGF	cmpl	cmpl	0,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,1,0,
1578	NM_001031750	chr1	+	130185387	130186521	130185387	130186521	1	130185387,	130186521,	0	FOXL2	cmpl	cmpl	0,
1012	NM_001029845	chr18	-	56062453	56068031	56062518	56067020	8	56062453,56063352,56064363,56064848,56065855,56066009,56066855,56067812,	56062686,56063468,56064744,56065032,56065923,56066181,56067028,56068031,	0	IRF3	cmpl	cmpl	0,1,1,0,1,0,0,-1,
1083	NM_001030299	chr20	-	65311476	65340840	65311529	65340829	14	65311476,65314216,65314513,65315789,65317979,65318710,65321077,65323654,65324851,65326851,65332595,65335828,65338581,65340700,	65311671,65314399,65314609,65315905,65318166,65318753,65321258,65323743,65325005,65326974,65332968,65335946,65338735,65340840,	0	MTRR	cmpl	cmpl	2,2,2,0,2,1,0,1,0,0,2,1,0,0,
10	NM_001030298	chr28	+	9420971	9548000	9420992	9547987	33	9420971,9436153,9443758,9446483,9448540,9449983,9452390,9453219,9456625,9457746,9458861,9461025,9463723,9467383,9468660,9489858,9493772,9494195,9508738,9509852,9513039,9514196,9522026,9522685,9531464,9535994,9537124,9540385,9542126,9544825,9545696,9547340,9547900,	9421026,9436368,9443848,9446553,9448633,9450090,9452450,9453314,9456726,9457808,9458929,9461105,9463836,9467524,9468846,9490038,9493889,9494336,9508828,9510005,9513147,9514297,9522094,9522806,9531546,9536093,9537200,9540541,9542323,9545026,9545889,9547453,9548000,	0	MTR	cmpl	cmpl	0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,1,0,
1152	NM_001030304	chr15	-	74373003	74417594	74373146	74417594	4	74373003,74375904,74384915,74417170,	74373476,74376033,74385226,74417594,	0	ALX4	cmpl	cmpl	0,0,1,0,
820	NM_001015571	chr5	+	30855777	30871061	30868694	30870840	5	30855777,30868602,30869648,30869992,30870678,	30855932,30868842,30869759,30870117,30871061,	0	ARF3	cmpl	cmpl	-1,0,1,1,0,
691	NM_001025334	chr18	-	14012890	14015666	14013285	14015626	5	14012890,14013530,14013863,14015333,14015546,	14013428,14013609,14013997,14015440,14015666,	0	APRT	cmpl	cmpl	1,0,1,2,0,
630	NM_001025332	chr6	-	5970113	5973346	5970387	5973307	5	5970113,5970806,5971912,5972019,5973240,	5970438,5970914,5972019,5972082,5973346,	0	FABP2	cmpl	cmpl	0,0,1,1,0,
593	NM_001025331	chr25	-	1138162	1158734	1139213	1158686	25	1138162,1139434,1139598,1139889,1140488,1140713,1140897,1141223,1142163,1143041,1143819,1144434,1144736,1145341,1145593,1145869,1146465,1146640,1147283,1147783,1148115,1148793,1148950,1152106,1158533,	1139300,1139515,1139775,1139949,1140618,1140799,1141025,1141275,1142333,1143135,1143958,1144495,1144791,1145458,1145658,1145963,1146549,1146703,1147364,1147893,1148248,1148859,1149022,1152178,1158734,	0	CLCN7	cmpl	cmpl	0,0,0,0,2,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,
780	NM_001025327	chr26	-	25587820	25599880	25588147	25599868	11	25587820,25588546,25591511,25591815,25592169,25593368,25593652,25594183,25595900,25598848,25599756,	25588281,25588659,25591593,25591912,25592231,25593459,25593709,25594264,25596003,25598915,25599880,	0	MTG1	cmpl	cmpl	1,2,1,0,1,0,0,0,2,1,0,
118	NM_001025322	chr14	+	47572157	47669435	47572171	47669294	8	47572157,47602054,47652120,47653837,47655172,47663874,47667357,47669196,	47572303,47602211,47652288,47653937,47655322,47663995,47667490,47669435,	0	EIF3H	cmpl	cmpl	0,0,1,1,2,2,0,1,
1120	NM_001025321	chr1	-	70176685	70180132	70176738	70179434	5	70176685,70177969,70179049,70179423,70180104,	70176762,70178114,70179202,70179468,70180132,	0	RPL35A	cmpl	cmpl	0,2,2,0,-1,
864	NM_001025320	chr5	+	36650696	36662093	36650732	36661942	9	36650696,36652582,36654638,36656317,36657888,36659649,36660024,36660345,36661771,	36650757,36652660,36654817,36656413,36657993,36659775,36660175,36660467,36662093,	0	TWF1	cmpl	cmpl	0,1,1,0,0,0,0,1,0,
877	NM_001025318	chr5	+	38354663	38372270	38356413	38372043	8	38354663,38356411,38361487,38367264,38367720,38370908,38371106,38371911,	38354835,38356497,38361516,38367376,38367828,38371021,38371182,38372270,	0	ZCRB1	cmpl	cmpl	-1,0,0,2,0,0,2,0,
165	NM_001015537	chr9	-	96786350	96922198	96786814	96869448	9	96786350,96788691,96795602,96796436,96800274,96803758,96816281,96869270,96921999,	96786909,96788890,96795678,96796539,96800428,96803920,96816451,96869534,96922198,	0	AGPAT4	cmpl	cmpl	1,0,2,1,0,0,1,0,-1,
646	NM_001015535	chr7	+	7999425	8010976	7999679	8010438	18	7999425,7999682,7999956,8001877,8002211,8002440,8002667,8005822,8006077,8006290,8007385,8009171,8009375,8009618,8009772,8010022,8010259,8010682,	7999681,7999691,8000101,8002079,8002339,8002579,8002779,8005922,8006175,8006427,8007520,8009286,8009545,8009689,8009844,8010128,8010448,8010976,	0	ILVBL	cmpl	cmpl	0,2,2,0,1,0,1,2,0,2,1,1,2,1,0,0,1,-1,
748	NM_001024929	chr22	-	21400623	21406265	21402078	21406039	5	21400623,21404235,21405360,21405728,21405959,	21402935,21404359,21405468,21405798,21406265,	0	BHLHE40	cmpl	cmpl	1,0,0,2,0,
896	NM_001024930	chr19	-	40775264	40786420	40776215	40786368	3	40775264,40780367,40786358,	40777295,40780417,40786420,	0	CCR7	cmpl	cmpl	0,1,0,
781	NM_001024689	chr29	+	25744234	25764912	25754705	25764652	6	25744234,25754677,25759048,25760937,25762991,25764575,	25744263,25754817,25759217,25761070,25763085,25764912,	0	CSRP3	cmpl	cmpl	-1,0,1,2,0,1,
143	NM_001015526	chr15	+	74175891	74196851	74177643	74196662	15	74175891,74177643,74183219,74185802,74187062,74187830,74189809,74190444,74191252,74192194,74193977,74194138,74196022,74196268,74196564,	74175976,74177934,74183279,74185873,74187132,74187897,74189907,74190522,74191353,74192284,74194023,74194280,74196165,74196422,74196851,	0	ACCS	cmpl	cmpl	-1,0,0,0,2,0,1,0,0,2,2,0,1,0,1,
984	NM_001015522	chr13	-	52319462	52347540	52319601	52347471	25	52319462,52319861,52320709,52320887,52321151,52321538,52321725,52321913,52322117,52322412,52322714,52322880,52323093,52323668,52323899,52324082,52324530,52324713,52324936,52324965,52325175,52325400,52325616,52325971,52347418,	52319746,52319965,52320806,52321057,52321229,52321646,52321823,52322022,52322252,52322521,52322750,52323008,52323225,52323745,52323994,52324172,52324586,52324836,52324964,52325053,52325320,52325529,52325714,52326060,52347540,	0	VPS16	cmpl	cmpl	2,0,2,0,0,0,1,0,0,2,2,0,0,1,2,2,0,0,2,1,0,0,1,2,0,
889	NM_001024573	chr8	-	39863786	39864933	39864008	39864878	1	39863786,	39864933,	0	PLPP6	cmpl	cmpl	0,
822	NM_001024571	chr5	+	31099792	31117907	31100417	31117325	10	31099792,31100409,31101464,31102128,31105383,31105723,31106823,31110443,31116331,31117193,	31099823,31100668,31101643,31102243,31105547,31105890,31106920,31110595,31116451,31117907,	0	KANSL2	cmpl	cmpl	-1,0,2,1,2,1,0,1,0,0,
790	NM_001024570	chr19	-	26948833	26953195	26949400	26953050	6	26948833,26949715,26949941,26951083,26951404,26953016,	26949615,26949932,26950544,26951176,26951436,26953195,	0	PHF23	cmpl	cmpl	1,0,0,0,1,0,
1011	NM_001024568	chr18	+	55950498	55952929	55950552	55952882	5	55950498,55951489,55951807,55952197,55952758,	55950567,55951621,55951883,55952327,55952929,	0	RPS11	cmpl	cmpl	0,0,0,1,2,
922	NM_001024566	chr7	+	44220163	44237061	44227169	44235709	7	44220163,44227127,44228745,44229365,44230774,44233811,44235529,	44220238,44227176,44228874,44229522,44230876,44233929,44237061,	0	SCAMP4	cmpl	cmpl	-1,0,1,1,2,2,0,
107	NM_001024563	chr14	+	35874661	36335831	35905090	36335697	3	35874661,35904998,36333540,	35874753,35905669,36335831,	0	KCNB2	cmpl	cmpl	-1,0,0,
1004	NM_001024562	chr18	+	55038413	55042752	55039739	55042639	5	55038413,55039662,55040032,55041207,55042469,	55038690,55039817,55040135,55041348,55042752,	0	EMP3	cmpl	cmpl	-1,0,0,1,1,
1010	NM_001024558	chr17	-	55750471	55759891	55751724	55759643	7	55750471,55751989,55753477,55755438,55755835,55756754,55759484,	55751802,55752058,55753611,55755553,55755929,55756918,55759891,	0	PRKAB1	cmpl	cmpl	0,0,1,0,2,0,0,
1125	NM_001024556	chr9	-	70835469	70854061	70835604	70854041	8	70835469,70837345,70838693,70843755,70844534,70845798,70852439,70853828,	70835640,70837480,70838864,70844117,70844826,70845991,70852570,70854061,	0	VNN1	cmpl	cmpl	0,0,0,1,0,2,0,0,
1249	NM_001024553	chrX	-	87069224	87075215	87069333	87075086	6	87069224,87070993,87071507,87071694,87071876,87073965,	87069562,87071244,87071606,87071778,87072039,87075215,	0	KCND1	cmpl	cmpl	2,0,0,0,2,0,
806	NM_001024550	chr15	+	29084999	29093131	29085059	29093027	3	29084999,29091364,29092928,	29085111,29091525,29093131,	0	ATP5MG	cmpl	cmpl	0,1,0,
818	NM_001024548	chr21	-	30555710	30614908	30556282	30614845	14	30555710,30557594,30558390,30559575,30560501,30561655,30562752,30563265,30563503,30572438,30572857,30573389,30587060,30614765,	30556368,30557841,30558530,30559793,30560732,30561837,30562929,30563415,30563584,30572559,30572946,30573610,30587161,30614908,	0	ACSBG1	cmpl	cmpl	1,0,1,2,2,0,0,0,0,2,0,1,2,0,
1374	NM_001024546	chr5	+	103451001	103488025	103451065	103486431	13	103451001,103481110,103481975,103482727,103482941,103483354,103484336,103484969,103485226,103485815,103486040,103486314,103486673,	103451210,103481218,103482082,103482821,103482979,103483533,103484445,103485056,103485393,103485963,103486199,103486437,103488025,	0	LPCAT3	cmpl	cmpl	0,1,1,0,1,0,2,0,0,2,0,0,-1,
1	NM_001014943	chr20	+	24762598	25222014	24762625	25220874	5	24762598,24929892,24947650,25001095,25220727,	24762673,24930037,24947710,25001304,25222014,	0	ARL15	cmpl	cmpl	0,0,1,1,0,
919	NM_001024541	chr7	+	43846493	43848179	43846513	43848148	4	43846493,43846900,43847718,43848034,	43846516,43846986,43847953,43848179,	0	RPS15	cmpl	cmpl	0,0,2,0,
710	NM_001024540	chr3	+	16453322	16457405	16453435	16456923	8	16453322,16454881,16455778,16456070,16456253,16456464,16456627,16456845,	16453559,16454942,16455839,16456148,16456343,16456530,16456681,16457405,	0	RAB13	cmpl	cmpl	0,1,2,0,0,0,0,0,
959	NM_001024537	chr18	-	49038392	49043303	49038482	49043249	7	49038392,49038779,49039455,49042159,49042643,49042790,49043246,	49038554,49038853,49039538,49042209,49042693,49042887,49043303,	0	GMFG	cmpl	cmpl	0,1,2,0,1,0,0,
1217	NM_001024532	chr11	+	82902908	82922654	82902993	82922260	13	82902908,82904341,82917499,82917615,82917894,82918121,82918682,82919837,82919993,82920492,82921156,82921478,82922164,	82903088,82904420,82917534,82917671,82917938,82918208,82918854,82919917,82920119,82920555,82921237,82921595,82922654,	0	PSMD13	cmpl	cmpl	0,2,0,2,1,0,0,1,0,0,0,0,0,
1180	NM_001024531	chr13	+	78003746	78017912	78003775	78016171	6	78003746,78007882,78009791,78010236,78014641,78016105,	78003921,78008033,78009898,78010351,78014749,78017912,	0	RNF114	cmpl	cmpl	0,2,0,2,0,0,
13	NM_001024524	chr29	+	39842587	39854638	39844128	39854240	18	39842587,39844015,39846432,39847567,39847752,39849212,39849571,39850278,39850386,39850560,39851306,39851743,39852038,39853069,39853279,39853486,39853626,39854078,	39842862,39844131,39846622,39847678,39847934,39849291,39849661,39850313,39850471,39850650,39851423,39851863,39852176,39853176,39853383,39853520,39853716,39854638,	0	TKFC	cmpl	cmpl	-1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2,0,0,
670	NM_001024523	chr4	+	11242532	11247552	11242757	11247254	2	11242532,11247128,	11242853,11247552,	0	GNG11	cmpl	cmpl	0,0,
966	NM_001024517	chr24	-	49949349	49954796	49949611	49954704	15	49949349,49949897,49950219,49950430,49950608,49950801,49951264,49951572,49952085,49952407,49952821,49953096,49953589,49953792,49954701,	49949758,49950050,49950316,49950480,49950719,49951009,49951449,49951680,49952331,49952434,49953007,49953332,49953690,49953911,49954796,	0	CXXC1	cmpl	cmpl	0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,
954	NM_001014913	chr15	+	48388422	48389834	48388422	48389834	3	48388422,48388639,48389705,	48388514,48388862,48389834,	0	HBE2	cmpl	cmpl	0,2,0,
745	NM_001024509	chr10	-	21012733	21015395	21012870	21015280	11	21012733,21013114,21013276,21013420,21013573,21013886,21014101,21014235,21014456,21014665,21015241,	21012951,21013201,21013331,21013488,21013642,21013984,21014147,21014346,21014519,21014698,21015395,	0	PSME1	cmpl	cmpl	0,0,2,0,0,1,0,0,0,0,0,
1539	NM_001024507	chr2	-	125116132	125131726	125116267	125131409	9	125116132,125117994,125118799,125119627,125120599,125120922,125121560,125123530,125131346,	125116583,125118185,125118918,125119778,125120812,125121105,125121758,125123596,125131726,	0	SESN2	cmpl	cmpl	2,0,1,0,0,0,0,0,0,
910	NM_001024496	chr7	-	42630678	42638760	42630866	42638159	12	42630678,42631306,42633946,42635468,42635643,42635808,42636313,42636536,42637125,42637668,42637983,42638706,	42631164,42631406,42634061,42635547,42635721,42636027,42636436,42636585,42637389,42637700,42638171,42638760,	0	ZNF692	cmpl	cmpl	2,1,0,2,2,2,2,1,1,2,0,-1,
910	NM_001014904	chr24	+	42709352	42711185	42709437	42710037	1	42709352,	42711185,	0	CHMP1B	cmpl	cmpl	0,
667	NM_001024487	chr23	+	10861190	10873149	10861250	10872235	6	10861190,10866519,10870148,10870530,10871220,10872113,	10861421,10866741,10870258,10870619,10871901,10873149,	0	PI16	cmpl	cmpl	0,0,0,2,1,1,
802	NM_001024486	chr29	+	28495991	28523735	28496042	28522480	18	28495991,28510646,28511196,28511405,28513642,28514157,28515155,28515847,28516120,28516599,28518178,28518513,28519064,28519283,28519620,28519819,28520151,28522464,	28496071,28510728,28511290,28511484,28513778,28514234,28515322,28515885,28516273,28516690,28518241,28518599,28519113,28519357,28519699,28519917,28520216,28523735,	0	SLC37A2	cmpl	cmpl	0,2,0,1,2,0,2,1,0,0,1,1,0,1,0,1,0,2,
168	NM_001024485	chr3	+	99869870	99893598	99885043	99893001	23	99869870,99870750,99884993,99885771,99886012,99886909,99887065,99887900,99888217,99888478,99888947,99889246,99889521,99889694,99889943,99890345,99890500,99890713,99891792,99892046,99892320,99892704,99892913,	99869977,99870822,99885163,99885886,99886131,99886975,99887179,99888018,99888316,99888606,99889018,99889322,99889605,99889736,99890002,99890418,99890629,99890839,99891857,99892091,99892456,99892814,99893598,	0	POMGNT1	cmpl	cmpl	-1,-1,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,2,2,0,2,
667	NM_001014875	chr11	+	10848317	10864253	10848390	10863974	9	10848317,10850163,10851435,10855047,10858075,10860214,10860537,10860841,10863778,	10848491,10850239,10851567,10855171,10858136,10860261,10860613,10861024,10864253,	0	DUSP11	cmpl	cmpl	0,2,0,0,1,2,1,2,2,
1336	NM_001024480	chr11	+	98485953	98496940	98485999	98496457	15	98485953,98487557,98487776,98487914,98490703,98490966,98491176,98491312,98491729,98492014,98492276,98493384,98493937,98495232,98496047,	98486128,98487686,98487830,98487979,98490818,98491047,98491238,98491415,98491807,98492162,98492366,98493535,98494013,98495299,98496940,	0	FPGS	cmpl	cmpl	0,0,0,0,2,0,0,2,0,0,1,1,2,0,1,
919	NM_001024471	chr15	-	43879839	43882635	43879880	43882613	5	43879839,43880887,43881649,43882149,43882610,	43880009,43881062,43881725,43882213,43882635,	0	RPL27A	cmpl	cmpl	0,2,1,0,0,
1031	NM_001024469	chr6	-	58564661	58569422	58564975	58568973	8	58564661,58564967,58565288,58566117,58568038,58568722,58568927,58569401,	58564747,58565082,58565369,58566250,58568134,58568838,58568974,58569422,	0	RPL9	cmpl	cmpl	-1,1,1,0,0,1,0,-1,
600	NM_001017954	chr25	+	2012684	2018060	2012814	2017519	4	2012684,2016990,2017314,2018023,	2012893,2017174,2018014,2018060,	0	ATP6V0C	cmpl	cmpl	0,1,2,-1,
839	NM_001017952	chr27	-	33338509	33348718	33338840	33348551	4	33338509,33342068,33343567,33348505,	33339011,33342184,33343636,33348718,	0	LSM1	cmpl	cmpl	0,1,1,0,
135	NM_001017950	chr1	-	65138521	65198315	65141105	65198236	11	65138521,65144726,65145826,65146256,65148202,65151720,65153143,65154007,65156299,65198015,65198233,	65141150,65144803,65145937,65146369,65148321,65151851,65153176,65154137,65156404,65198072,65198315,	0	FSTL1	cmpl	cmpl	0,1,1,2,0,1,1,0,0,0,0,
13	NM_001017949	chr29	-	34576921	34994492	34577438	34994005	7	34576921,34591487,34598082,34600180,34701680,34758599,34993838,	34577542,34591639,34598203,34600315,34701806,34758832,34994492,	0	NTM	cmpl	cmpl	1,2,1,1,1,2,0,
1151	NM_001017948	chr9	-	74232902	74250570	74234746	74249182	8	74232902,74234745,74237576,74239389,74240879,74241461,74249071,74250208,	74233789,74234933,74237931,74239619,74240992,74241566,74249184,74250570,	0	MTFR2	cmpl	cmpl	-1,2,1,2,0,0,0,-1,
801	NM_001017946	chr28	-	28368561	28384883	28368628	28384876	10	28368561,28369763,28369797,28370407,28372264,28373446,28373647,28375670,28377187,28384743,	28368635,28369794,28369861,28370580,28372374,28373526,28373833,28375816,28377365,28384883,	0	DNAJB12	cmpl	cmpl	2,1,1,2,0,1,1,2,1,0,
966	NM_001017941	chr22	+	50029921	50032902	50030006	50032369	4	50029921,50030502,50031795,50032051,	50030027,50031426,50031885,50032902,	0	HYAL1	cmpl	cmpl	0,0,0,0,
