Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
25	597	NM_001046397	-	1589492	1595175	1589594	1595165	6	1589492,1589805,1592124,1593115,1593800,1595047,	1589718,1589911,1592284,1593286,1594039,1595175,	0	NTHL1	cmpl	cmpl	2,1,0,0,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	597	NR_031237	-	1627687	1627780	1627780	1627780	1	1627687,	1627780,	0	MIR1225	unk	unk	-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	597	NM_001046209	+	1679438	1685522	1679598	1684730	9	1679438,1680859,1683402,1683533,1683726,1684156,1684304,1684448,1684627,	1679793,1680970,1683444,1683600,1683779,1684222,1684361,1684525,1685522,	0	RAB26	cmpl	cmpl	0,0,0,0,1,0,0,0,2,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	74	NM_001024521	+	1701446	1710422	1701485	1710083	20	1701446,1701823,1702308,1704719,1705242,1705476,1706041,1706330,1707077,1707371,1707622,1707747,1708060,1708764,1708909,1709101,1709358,1709567,1709782,1710068,	1701563,1701881,1702400,1704836,1705335,1705510,1706225,1706465,1707295,1707445,1707671,1707875,1708143,1708804,1709026,1709224,1709478,1709699,1709902,1710422,	0	TRAF7	cmpl	cmpl	0,0,1,0,0,0,1,2,2,1,0,1,0,2,0,0,0,0,0,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001035411	+	1736313	1740141	1736939	1739749	10	1736313,1736865,1737196,1737327,1737915,1738076,1739031,1739298,1739551,1739650,	1736335,1737068,1737248,1737490,1737991,1738229,1739156,1739462,1739649,1740141,	0	MLST8	cmpl	cmpl	-1,0,0,1,2,0,0,2,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001038172	-	1742544	1745400	1744255	1745320	2	1742544,1744680,	1744581,1745400,	0	PGP	cmpl	cmpl	1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NR_129529	-	1742694	1742754	1742754	1742754	1	1742694,	1742754,	0	MIR1842	unk	unk	-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NR_030807	-	1742941	1743018	1743018	1743018	1	1742941,	1743018,	0	MIR2382	unk	unk	-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001205825	+	1751353	1761026	1751668	1760846	14	1751353,1754088,1755199,1757595,1757884,1758115,1758358,1758842,1759294,1759519,1759866,1760137,1760349,1760489,	1751825,1754237,1755305,1757789,1758005,1758268,1758525,1759052,1759403,1759737,1760065,1760280,1760412,1761026,	0	E4F1	cmpl	cmpl	0,1,0,1,0,1,1,0,0,1,0,1,0,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001105019	+	1761807	1764864	1762172	1763796	8	1761807,1762165,1762408,1762591,1762754,1762927,1763152,1763742,	1761905,1762316,1762497,1762675,1762855,1763040,1763404,1764864,	0	DNASE1L2	cmpl	cmpl	-1,0,0,2,2,1,0,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001046396	-	1765100	1777754	1765443	1777741	7	1765100,1767066,1767328,1768094,1775165,1777486,1777689,	1765610,1767245,1767450,1768241,1775293,1777603,1777754,	0	ECI1	cmpl	cmpl	1,2,0,0,1,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NM_001101841	-	1778568	1787569	1779341	1784558	8	1778568,1779962,1782573,1783010,1783300,1784090,1784487,1787523,	1779441,1780104,1782727,1783113,1783492,1784246,1784675,1787569,	0	RNPS1	cmpl	cmpl	2,1,0,2,2,2,0,-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	598	NR_031219	+	1790894	1790987	1790987	1790987	1	1790894,	1790987,	0	MIR940	unk	unk	-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has_gene
25	602	NM_001034800	+	2281023	2285011	2281043	2284966	4	2281023,2281172,2282524,2284853,	2281046,2281307,2282630,2285011,	0	ELOB	cmpl	cmpl	0,0,0,1,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001098897	+	2376854	2380343	2377185	2379521	3	2376854,2378695,2379087,	2377351,2378917,2380343,	0	PAQR4	cmpl	cmpl	0,1,1,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001205697	-	2433097	2436408	2433682	2434348	2	2433097,2436377,	2434374,2436408,	0	CLDN6	cmpl	cmpl	0,-1,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001206328	+	2435935	2439694	2438561	2439280	4	2435935,2438508,2438852,2439083,	2436089,2438613,2438987,2439694,	0	TNFRSF12A	cmpl	cmpl	-1,0,1,1,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001046398	-	2439922	2441270	2440159	2441231	3	2439922,2440535,2441136,	2440295,2440664,2441270,	0	HCFC1R1	cmpl	cmpl	2,2,0,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001105503	+	2441625	2444370	2441635	2444285	13	2441625,2442250,2442474,2442629,2442862,2442982,2443154,2443305,2443492,2443632,2443794,2443990,2444204,	2441674,2442366,2442539,2442733,2442900,2443031,2443226,2443408,2443542,2443695,2443905,2444125,2444370,	0	THOC6	cmpl	cmpl	0,0,2,1,0,2,0,0,1,0,0,0,0,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	603	NM_001205599	-	2444405	2452294	2444738	2450890	10	2444405,2444983,2445262,2445844,2446116,2447168,2447424,2447774,2450608,2452241,	2444900,2445104,2445390,2445994,2446314,2447315,2447541,2447990,2450904,2452294,	0	BICDL2	cmpl	cmpl	0,2,0,0,0,0,0,0,0,-1,	CNVR_786	2263020	2452460	5			4	1	Gain	189441	Has_gene
25	642	NM_001104969	+	7517217	7536053	7521425	7536025	10	7517217,7521365,7523097,7526869,7530974,7532451,7533382,7533652,7534605,7535947,	7517311,7521531,7523354,7527014,7531046,7532505,7533463,7533755,7534774,7536053,	0	METTL22	cmpl	cmpl	-1,0,1,0,1,1,1,1,2,0,	CNVR_787	7515881	7578293	1			1		Gain	62413	Has_gene
25	80	NM_001081581	+	7551560	7641457	7599644	7638409	16	7551560,7599599,7606610,7608477,7610756,7613839,7621678,7622370,7622940,7623958,7625039,7628291,7629992,7631602,7636335,7638287,	7551655,7599714,7606708,7608507,7610874,7613889,7621759,7622463,7623003,7624022,7625188,7628429,7630160,7631749,7636447,7641457,	0	ABAT	cmpl	cmpl	-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,	CNVR_787	7515881	7578293	1			1		Gain	62413	Has_gene
25																CNVR_788	9621091	9690819	4			4		Gain	69729	Non_gene
25																CNVR_789	10109903	10160301	2		2			Loss	50399	Non_gene
25	688	NM_001098869	+	13548068	13579847	13563072	13578775	8	13548068,13562998,13564832,13565714,13567802,13574659,13576522,13578582,	13548249,13563335,13565037,13565884,13567947,13574833,13576725,13579847,	0	BFAR	cmpl	cmpl	-1,0,2,0,2,0,0,2,	CNVR_790	13567579	13626127	1		1			Loss	58549	Has_gene
25																CNVR_791	16557358	16647252	2		2			Loss	89895	Non_gene
25	92	NM_001205994	+	20473989	20591006	20474134	20590248	2	20473989,20589629,	20474619,20591006,	0	HS3ST2	cmpl	cmpl	0,2,	CNVR_792	20514305	20568630	1			1		Gain	54326	Has_gene
25	788	NM_198221	+	26654118	26702239	26654118	26702239	31	26654118,26655490,26656317,26656511,26662718,26662960,26663832,26665773,26666065,26671281,26671435,26679630,26681633,26682432,26682773,26686277,26686527,26689336,26692359,26692510,26693103,26695366,26695878,26696063,26697667,26699272,26699631,26699783,26700526,26701466,26702068,	26654173,26655593,26656409,26656579,26662836,26663091,26663978,26665906,26666216,26671355,26671568,26679782,26681771,26682630,26682904,26686438,26686679,26689426,26692416,26692584,26693245,26695477,26695958,26696150,26697743,26699383,26699688,26699882,26700622,26701577,26702239,	0	ITGAL	cmpl	cmpl	0,1,2,1,0,1,0,2,0,1,0,1,0,0,0,2,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,	CNVR_793	26685517	26867622	2			2		Gain	182106	Has_gene
25	788	NM_001081625	-	26735140	26737926	26735352	26737715	2	26735140,26737519,	26735873,26737926,	0	ZNF688	cmpl	cmpl	1,0,	CNVR_793	26685517	26867622	2			2		Gain	182106	Has_gene
25	789	NM_001083746	-	26756300	26760550	26756519	26760206	3	26756300,26759679,26760001,	26757703,26759793,26760550,	0	ZNF689	cmpl	cmpl	1,1,0,	CNVR_793	26685517	26867622	2			2		Gain	182106	Has_gene
25	789	NM_001035396	+	26777291	26781325	26777339	26781220	11	26777291,26777486,26778230,26778426,26778901,26779146,26779545,26780271,26780424,26780775,26780937,	26777362,26777655,26778352,26778616,26778945,26779256,26780134,26780341,26780516,26780847,26781325,	0	PRR14	cmpl	cmpl	0,2,0,2,0,2,1,2,0,2,2,	CNVR_793	26685517	26867622	2			2		Gain	182106	Has_gene
25	789	NM_001304276	+	26861211	26864356	26862425	26864032	3	26861211,26862422,26863870,	26861394,26862593,26864356,	0	TMEM265	cmpl	cmpl	-1,0,0,	CNVR_793	26685517	26867622	2			2		Gain	182106	Has_gene
25																CNVR_794	26982725	27084652	1			1		Gain	101928	Non_gene
25	842	NM_001102209	-	33778898	33800968	33790443	33800940	9	33778898,33790441,33791927,33792165,33797409,33799017,33800149,33800547,33800886,	33779377,33790534,33792037,33792360,33797529,33799220,33800239,33800665,33800968,	0	FKBP6	cmpl	cmpl	-1,2,0,0,0,1,1,0,0,	CNVR_795	33744435	33803849	1		1			Loss	59415	Has_gene
25	105	NM_001035390	+	34159267	34213377	34188059	34213030	16	34159267,34188052,34200838,34204645,34206253,34206818,34207340,34207734,34208804,34209024,34210940,34211237,34211683,34212032,34212255,34212885,	34159288,34188244,34200887,34204774,34206403,34206943,34207430,34207833,34208921,34209143,34211122,34211387,34211954,34212178,34212341,34213377,	0	POR	cmpl	cmpl	-1,0,2,0,0,0,2,2,2,2,1,0,0,1,0,2,	CNVR_796	34144055	34166184	1			1		Gain	22130	Has_gene
25	862	NM_001205510	-	36405294	36411525	36405294	36411445	5	36405294,36408158,36408552,36410616,36411019,	36406187,36408285,36408644,36410770,36411525,	0	ZKSCAN1	cmpl	cmpl	1,0,1,0,0,	CNVR_797	36407220	36725047	6			6		Gain	317828	Has_gene
25	863	NM_001034331	-	36445776	36450266	36446051	36450200	5	36445776,36446971,36447969,36450133,36450221,	36446347,36447247,36448230,36450208,36450266,	0	AZGP1	cmpl	cmpl	1,1,1,0,-1,	CNVR_797	36407220	36725047	6			6		Gain	317828	Has_gene
25	863	NM_001083493	+	36459557	36466244	36464881	36465709	2	36459557,36464880,	36459598,36466244,	0	GJC3	cmpl	cmpl	-1,0,	CNVR_797	36407220	36725047	6			6		Gain	317828	Has_gene
25	863	NM_174531	-	36530333	36568936	36530751	36568852	13	36530333,36532609,36534959,36537589,36543293,36544389,36547796,36549262,36549611,36561512,36563869,36565772,36568781,	36530859,36532772,36535186,36537750,36543360,36544517,36547945,36549351,36549725,36561612,36563922,36565866,36568936,	0	CYP3A5	cmpl	cmpl	0,2,0,1,0,1,2,0,0,2,0,2,0,	CNVR_797	36407220	36725047	6			6		Gain	317828	Has_gene
25	864	NM_001099367	-	36584411	36633644	36584529	36633557	13	36584411,36587015,36589688,36593488,36600174,36601334,36609099,36612337,36612673,36616033,36625054,36627316,36633486,	36584625,36587178,36589915,36593649,36600241,36601462,36609248,36612426,36612787,36616133,36625107,36627410,36633644,	0	CYP3A4	cmpl	cmpl	0,2,0,1,0,1,2,0,0,2,0,2,0,	CNVR_797	36407220	36725047	6			6		Gain	317828	Has_gene
25	884	NR_036357	+	39296073	39296149	39296149	39296149	1	39296073,	39296149,	0	MIR2890	unk	unk	-1,	CNVR_798	39273234	39468067	2		1		1	Mixed	194834	Has_gene
25																CNVR_799	39739940	39815861	1		1			Loss	75922	Non_gene
25	111	NM_001109796	+	40416556	40523004	40491673	40522549	25	40416556,40482778,40491581,40495011,40496215,40499342,40500400,40501119,40501808,40504126,40505524,40507062,40508291,40509373,40511461,40512184,40512759,40515141,40516277,40516730,40518263,40519569,40520057,40521436,40522344,	40416743,40482912,40491872,40495149,40496541,40499522,40500553,40501245,40502006,40504303,40505576,40507145,40508389,40509426,40511594,40512386,40512886,40515382,40516374,40516826,40518399,40519749,40520182,40521552,40523004,	0	CARD11	cmpl	cmpl	-1,-1,0,1,1,0,0,0,0,0,0,1,0,2,1,2,0,1,2,0,0,1,1,0,2,	CNVR_800	40387302	40565044	2		2			Loss	177743	Has_gene
25	894	NM_001192401	+	40553060	40625048	40553131	40624465	4	40553060,40595405,40622849,40623895,	40553443,40595621,40622900,40625048,	0	GNA12	cmpl	cmpl	0,0,0,0,	CNVR_800	40387302	40565044	2		2			Loss	177743	Has_gene
25	112	NM_001102044	+	40984696	41222674	40987331	41222172	18	40984696,40987318,40990622,40992201,40994717,40995311,40996615,40997071,40999725,41035340,41090605,41119334,41132973,41145576,41164366,41179385,41199501,41222013,	40984739,40987481,40990763,40992381,40994842,40995393,40996746,40997186,40999787,41035427,41090750,41119475,41133030,41145665,41164457,41179593,41199692,41222674,	0	MAD1L1	cmpl	cmpl	-1,0,0,0,0,2,0,2,0,2,2,0,0,0,2,0,1,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	899	NM_001206549	-	41262534	41265185	41262536	41264963	1	41262534,	41265185,	0	ELFN1	cmpl	cmpl	0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	900	NM_001046059	+	41386260	41387988	41386854	41387681	3	41386260,41386821,41387528,	41386278,41387070,41387988,	0	PSMG3	cmpl	cmpl	-1,0,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	900	NM_001046272	+	41391487	41402062	41395460	41401552	9	41391487,41395460,41397988,41398547,41398743,41398948,41399791,41400414,41401289,	41391649,41395649,41398154,41398638,41398819,41399040,41399961,41400612,41402062,	0	TMEM184A	cmpl	cmpl	-1,0,0,1,2,0,2,1,1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	900	NM_001206300	-	41405569	41407320	41406106	41407320	2	41405569,41407284,	41406544,41407320,	0	MAFK	cmpl	cmpl	0,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	901	NM_001191470	+	41429464	41453280	41429464	41453084	47	41429464,41430152,41432693,41432983,41433377,41433637,41433834,41434108,41434446,41434788,41435397,41436073,41436557,41437141,41437759,41438318,41438586,41439112,41439630,41439982,41440369,41440850,41441150,41442044,41442298,41443160,41443818,41444119,41444458,41444829,41445271,41445631,41445928,41446181,41446894,41447421,41447597,41447910,41448943,41449375,41450036,41450456,41451351,41452263,41452534,41452737,41452968,	41429522,41430443,41432890,41433121,41433537,41433743,41434021,41434254,41434588,41434965,41435506,41436194,41436635,41437299,41437856,41438410,41438647,41439310,41439760,41440162,41440519,41441030,41441255,41442212,41442410,41443322,41443965,41444218,41444583,41445084,41445431,41445772,41446103,41446305,41447025,41447509,41447824,41448034,41449077,41449568,41450164,41450569,41451465,41452334,41452626,41452847,41453280,	0	INTS1	cmpl	cmpl	0,1,1,0,0,1,2,0,2,0,0,1,2,2,1,2,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,0,2,0,2,0,2,0,2,1,1,0,2,1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	901	NM_001098932	+	41461258	41480270	41461452	41480169	17	41461258,41469038,41470728,41471616,41472441,41472809,41474922,41475887,41476608,41477118,41477810,41477971,41478235,41478572,41479175,41479645,41480074,	41461595,41469087,41470870,41471804,41472554,41473553,41475182,41475978,41476769,41477271,41477875,41478092,41478326,41478646,41479290,41479692,41480270,	0	MICALL2	cmpl	cmpl	0,2,0,1,0,2,2,1,2,1,1,0,1,2,1,2,1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	902	NM_001083803	-	41614412	41615906	41614640	41615773	2	41614412,41615496,	41615245,41615906,	0	UNCX	cmpl	cmpl	1,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	902	NM_001083762	+	41664419	41672227	41665650	41671220	8	41664419,41664983,41665606,41666149,41667780,41669996,41670869,41671204,	41664584,41665016,41665705,41666244,41667912,41670148,41670938,41672227,	0	ZFAND2A	cmpl	cmpl	-1,-1,0,1,0,0,2,2,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	112	NM_001110078	+	41677910	41745278	41689244	41744834	5	41677910,41689229,41740046,41743166,41744654,	41677941,41689373,41740213,41743248,41745278,	0	C25H7orf50	cmpl	cmpl	-1,0,0,2,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	903	NM_001192117	-	41715070	41725123	41715513	41716509	2	41715070,41725022,	41716515,41725123,	0	GPR146	cmpl	cmpl	0,-1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	903	NR_031242	+	41724881	41724963	41724963	41724963	1	41724881,	41724963,	0	MIR2389	unk	unk	-1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	903	NR_031204	+	41736133	41736211	41736211	41736211	1	41736133,	41736211,	0	MIR339A	unk	unk	-1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	903	NM_001109966	+	41758510	41764102	41758529	41761752	4	41758510,41759181,41761676,41762021,	41758611,41759293,41762002,41764102,	0	COX19	cmpl	cmpl	0,1,2,-1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	903	NM_174513	+	41771779	41804672	41771818	41804650	11	41771779,41787578,41794212,41796226,41800750,41801361,41803335,41803684,41804064,41804312,41804621,	41771900,41787709,41794304,41796309,41800863,41801508,41803419,41803747,41804133,41804541,41804672,	0	ADAP1	cmpl	cmpl	0,1,0,2,1,0,0,0,0,0,1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	112	NM_001076525	-	41806272	41819281	41806811	41819263	9	41806272,41811141,41811435,41811710,41813013,41814668,41815153,41815443,41819111,	41806897,41811214,41811511,41811851,41813152,41814818,41815235,41815522,41819281,	0	GET4	cmpl	cmpl	1,0,2,2,1,1,0,2,0,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25	1	NM_001075201	+	41917429	41990189	41918125	41989195	11	41917429,41918107,41930765,41933667,41958974,41959703,41967437,41972402,41977900,41988786,41989022,	41917466,41918302,41930936,41933759,41959036,41959750,41967596,41972463,41978022,41988868,41990189,	0	PRKAR1B	cmpl	cmpl	-1,0,0,0,2,1,0,0,1,0,1,	CNVR_801	41129839	41935313	9		3	4	2	Mixed	805475	Has_gene
25																CNVR_802	42087816	42189451	2			2		Gain	101636	Non_gene
25																CNVR_803	42227787	42413962	2			2		Gain	186176	Non_gene
26																CNVR_804	2405336	2473104	1		1			Loss	67769	Non_gene
26																CNVR_805	2898621	5245193	22		9	11	2	Mixed	2346573	Non_gene
26																CNVR_806	5888484	5970300	1			1		Gain	81817	Non_gene
26	83	NM_001105258	+	11357746	11435642	11357746	11435470	32	11357746,11365840,11366027,11367017,11367723,11371028,11371548,11372700,11373901,11374061,11374862,11375554,11379488,11380141,11381399,11382260,11383651,11389343,11397934,11399512,11405151,11407232,11414641,11415624,11419004,11423054,11424964,11426649,11429099,11429604,11434093,11435392,	11357893,11365927,11366147,11367156,11367908,11371065,11371776,11372812,11373973,11374208,11375025,11375845,11379628,11380280,11381508,11382313,11383771,11389497,11399171,11399651,11405271,11407293,11414767,11415752,11419160,11423231,11425075,11426847,11429198,11429755,11434236,11435642,	0	KIF20B	cmpl	cmpl	0,0,0,0,1,0,1,1,2,2,2,0,0,2,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,	CNVR_807	11332743	11443033	1			1		Gain	110291	Has_gene
26	690	NM_001034715	+	13778742	13829856	13779067	13829203	6	13778742,13796289,13823819,13827627,13827933,13829086,	13779102,13796492,13823950,13827811,13828100,13829856,	0	MARCH5	cmpl	cmpl	0,2,1,0,1,0,	CNVR_808	13758800	13814193	1			1		Gain	55394	Has_gene
26	88	NM_001098008	-	15851173	15877089	15851396	15876968	21	15851173,15851871,15853841,15854627,15856010,15856529,15856687,15856835,15858978,15859411,15861145,15865629,15866150,15867995,15868460,15869642,15871123,15871775,15872818,15875819,15876959,	15851525,15851956,15853939,15854756,15856192,15856601,15856751,15856908,15859079,15859492,15861277,15865758,15866326,15868089,15868622,15869773,15871177,15871933,15872951,15876027,15877089,	0	NOC3L	cmpl	cmpl	0,2,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,2,1,0,0,	CNVR_809	15851149	15868599	7		7			Loss	17451	Has_gene
26	94	NM_001083475	+	22130151	22301537	22130174	22299272	14	22130151,22224164,22242064,22277300,22283118,22288184,22288928,22289542,22291336,22292072,22293398,22294911,22299110,22301203,	22130222,22224242,22242154,22277532,22283305,22288281,22289066,22289661,22291586,22292191,22293509,22294990,22299303,22301537,	0	BTRC	cmpl	cmpl	0,0,0,0,1,2,0,0,2,0,2,2,0,-1,	CNVR_810	22037112	22215515	1		1			Loss	178404	Has_gene
26	97	NM_001205986	+	25203122	26182512	25203122	26181296	27	25203122,25447586,25816004,25875670,25951279,26001716,26017690,26052280,26062202,26074517,26076566,26082816,26085907,26093885,26120211,26121298,26133216,26136969,26139568,26146010,26157565,26159307,26166947,26168805,26169855,26180288,26181231,	25203749,25447654,25816104,25875829,25951353,26001781,26017809,26052370,26062382,26074664,26076669,26082893,26085999,26093993,26120329,26121432,26133330,26137141,26139755,26146144,26157689,26159420,26167079,26168905,26169961,26180449,26182512,	0	SORCS3	cmpl	cmpl	0,0,2,0,0,2,1,0,0,0,0,1,0,2,2,0,2,2,0,1,0,1,0,0,1,2,1,	CNVR_811	25691560	25746952	2			2		Gain	55393	Has_gene
26	781	NM_001206234	-	25709793	25714359	25711103	25714320	6	25709793,25711854,25713078,25713349,25713841,25714167,	25711182,25711989,25713203,25713551,25713915,25714359,	0	ZNF511	cmpl	cmpl	2,2,0,2,0,0,	CNVR_811	25691560	25746952	2			2		Gain	55393	Has_gene
26	781	NM_001098149	+	25714436	25731506	25717103	25731401	18	25714436,25717070,25718494,25719275,25720268,25722596,25722986,25723445,25723721,25725199,25725894,25727828,25728146,25728460,25729013,25729349,25730118,25731265,	25714485,25717253,25718623,25719452,25720428,25722804,25723186,25723635,25723867,25725380,25726075,25728001,25728275,25728581,25729157,25729478,25730282,25731506,	0	TUBGCP2	cmpl	cmpl	-1,0,0,0,0,1,2,1,2,1,2,0,2,2,0,0,0,2,	CNVR_811	25691560	25746952	2			2		Gain	55393	Has_gene
26																CNVR_812	28646529	28784693	1		1			Loss	138165	Non_gene
26																CNVR_813	30940158	30963937	1		1			Loss	23780	Non_gene
26																CNVR_814	35852738	36025446	7		3	4		Mixed	172709	Non_gene
26																CNVR_815	36158390	36236584	1			1		Gain	78195	Non_gene
26	873	NM_001075845	+	37830785	37837034	37830866	37835713	3	37830785,37833174,37835545,	37831275,37833359,37837034,	0	EMX2	cmpl	cmpl	0,1,0,	CNVR_816	37831223	37871121	1			1		Gain	39899	Has_gene
26	923	NM_001166587	+	44381767	44410583	44381786	44408896	9	44381767,44385859,44390158,44392672,44402339,44403378,44404018,44405890,44408426,	44381858,44385950,44390195,44392739,44402530,44403498,44404103,44406005,44410583,	0	ABRAXAS2	cmpl	cmpl	0,0,1,2,0,2,2,0,1,	CNVR_817	44398093	44515661	1		1			Loss	117569	Has_gene
26	924	NM_001101114	+	44499650	44543081	44499675	44542467	9	44499650,44522739,44527710,44530206,44533413,44538750,44540624,44540859,44542248,	44500489,44522927,44527864,44530278,44533612,44538871,44540754,44541089,44543081,	0	ZRANB1	cmpl	cmpl	0,1,0,1,1,2,0,1,0,	CNVR_817	44398093	44515661	1		1			Loss	117569	Has_gene
26																CNVR_818	48130636	48235551	3		3			Loss	104916	Non_gene
26	975	NM_001076366	-	51221337	51225301	51221615	51225301	5	51221337,51222581,51222802,51224685,51225149,	51221661,51222734,51222912,51224770,51225301,	0	BNIP3	cmpl	incmpl	2,2,0,2,0,	CNVR_819	50775926	51283520	19		5	14		Mixed	507595	Has_gene
26																CNVR_820	51625550	51663776	1			1		Gain	38227	Non_gene
27	650	NM_001034490	+	8574960	8621182	8575017	8621007	10	8574960,8590054,8597005,8597444,8603733,8605546,8611303,8612923,8619304,8620824,	8575173,8590182,8597140,8597658,8603808,8605713,8611473,8613341,8619479,8621182,	0	NEIL3	cmpl	cmpl	0,0,2,2,0,0,2,1,2,0,	CNVR_821	8503527	10804209	30		18	10	2	Mixed	2300683	Has_gene
27	651	NM_001075511	-	8686713	8698076	8686864	8693478	10	8686713,8688304,8689151,8690070,8690779,8692350,8693372,8694116,8694384,8697935,	8686965,8688438,8689259,8690146,8690894,8692463,8693485,8694156,8694538,8698076,	0	AGA	cmpl	cmpl	1,2,2,1,0,1,0,-1,-1,-1,	CNVR_821	8503527	10804209	30		18	10	2	Mixed	2300683	Has_gene
27	708	NM_001101965	+	16227407	16244221	16227423	16244059	11	16227407,16228794,16230323,16231048,16232144,16235019,16235535,16238478,16240491,16240707,16243985,	16227509,16228920,16230494,16231233,16232299,16235123,16235745,16238599,16240620,16240786,16244221,	0	FAM149A	cmpl	cmpl	0,2,2,2,1,0,2,2,0,0,1,	CNVR_822	16206354	16351777	1			1		Gain	145424	Has_gene
27	88	NM_001034373	+	16250291	16266692	16250612	16264374	11	16250291,16254188,16254685,16255534,16256120,16257455,16259193,16261489,16262577,16262806,16264201,	16250826,16254301,16254771,16255725,16256190,16257582,16259385,16261592,16262712,16262986,16266692,	0	CYP4V2	cmpl	cmpl	0,1,0,2,1,2,0,0,1,1,1,	CNVR_822	16206354	16351777	1			1		Gain	145424	Has_gene
27	709	NM_001046352	+	16269324	16290079	16270012	16289814	15	16269324,16270011,16272038,16274098,16274842,16276506,16282113,16283414,16283660,16283923,16284191,16286076,16287148,16288994,16289631,	16269417,16270070,16272201,16274205,16275002,16276616,16282273,16283524,16283829,16284036,16284357,16286252,16287244,16289134,16290079,	0	KLKB1	cmpl	cmpl	-1,0,1,2,1,2,1,2,1,2,1,2,1,1,0,	CNVR_822	16206354	16351777	1			1		Gain	145424	Has_gene
27	709	NM_001008665	+	16294234	16313378	16295433	16312728	15	16294234,16295432,16297975,16299417,16300415,16302197,16303015,16305452,16305655,16305907,16309001,16310243,16311213,16311861,16312566,	16294575,16295488,16298138,16299524,16300575,16302307,16303175,16305562,16305818,16306014,16309170,16310419,16311309,16312001,16313378,	0	F11	cmpl	cmpl	-1,0,1,2,1,2,1,2,1,2,1,2,1,1,0,	CNVR_822	16206354	16351777	1			1		Gain	145424	Has_gene
27	719	NM_001205868	+	17666004	17672948	17666004	17672948	6	17666004,17666849,17667951,17669857,17670062,17672397,	17666412,17666945,17668182,17669880,17670160,17672948,	0	TRIML1	cmpl	cmpl	0,0,0,0,2,1,	CNVR_823	17637983	17722584	1			1		Gain	84602	Has_gene
27																CNVR_824	20527476	20681975	2		2			Loss	154500	Non_gene
