Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	CNVR_ID	i.Start	i.End	Frequent	0	1	3	4	Type	Length	Check_gene
23	640	NM_001076237	+	7327197	7331684	7327540	7331098	7	7327197,7328040,7328366,7328553,7328866,7329213,7330825,	7327951,7328209,7328420,7328718,7329007,7329410,7331684,	0	SLC39A7	cmpl	cmpl	0,0,1,1,1,1,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	640	NM_001046324	+	7331888	7334006	7331904	7333829	10	7331888,7332106,7332431,7332663,7332858,7333036,7333090,7333336,7333534,7333812,	7331950,7332324,7332548,7332756,7332944,7333084,7333122,7333379,7333609,7334006,	0	HSD17B8	cmpl	cmpl	0,1,0,0,0,2,1,0,1,1,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	640	NR_107849	-	7335349	7335412	7335412	7335412	1	7335349,	7335412,	0	MIR219-2	unk	unk	-1,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	9	NM_001105051	+	7338398	7341506	7338398	7341191	5	7338398,7338661,7339726,7340292,7341089,	7338562,7338877,7340116,7340569,7341506,	0	RING1	incmpl	cmpl	0,2,2,2,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001193060	-	7370937	7388536	7371501	7388338	20	7370937,7371888,7372224,7380475,7381911,7382114,7382484,7382774,7383369,7383943,7384437,7384619,7384825,7385213,7385966,7386421,7386682,7386934,7387139,7388248,	7371648,7372007,7372336,7380541,7382019,7382210,7382608,7382893,7383525,7384077,7384495,7384752,7384926,7385364,7386142,7386489,7386758,7386987,7387224,7388536,	0	VPS52	cmpl	cmpl	0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,1,0,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001033614	+	7388702	7393363	7388745	7393324	6	7388702,7389212,7392660,7392834,7393046,7393248,	7388748,7389311,7392747,7392936,7393138,7393363,	0	RPS18	cmpl	cmpl	0,0,0,0,0,2,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001077097	+	7394228	7395864	7394421	7395558	2	7394228,7394398,	7394255,7395864,	0	B3GALT4	cmpl	cmpl	-1,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001015564	-	7396118	7405455	7396283	7405420	15	7396118,7396488,7396728,7396967,7397200,7402951,7403363,7403618,7403875,7404217,7404408,7404620,7404867,7405057,7405351,	7396382,7396602,7396824,7397062,7397514,7403051,7403499,7403769,7403980,7404279,7404496,7404733,7404948,7405252,7405455,	0	WDR46	cmpl	cmpl	0,0,0,1,2,1,0,2,2,0,2,0,0,0,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001075421	+	7405844	7407104	7406076	7407024	4	7405844,7406382,7406534,7406894,	7406140,7406453,7406659,7407104,	0	PFDN6	cmpl	cmpl	0,1,0,2,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001075154	-	7407897	7414957	7408357	7414640	18	7407897,7408692,7409334,7409732,7409926,7410117,7410358,7410916,7411153,7411300,7411477,7411667,7412189,7412575,7412755,7413191,7414481,7414881,	7408572,7408807,7409625,7409844,7410022,7410239,7410391,7410991,7411222,7411385,7411581,7411919,7412487,7412626,7412934,7413275,7414681,7414957,	0	RGL2	cmpl	cmpl	1,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,-1,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NM_001045885	-	7415846	7425523	7416811	7425484	8	7415846,7417511,7417679,7417859,7418592,7424649,7425151,7425447,	7416823,7417546,7417769,7418201,7418988,7424910,7425322,7425523,	0	TAPBP	cmpl	cmpl	0,1,1,1,1,1,1,0,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23	641	NR_031301	-	7424172	7424240	7424240	7424240	1	7424172,	7424240,	0	MIR2376	unk	unk	-1,	CNVR_753	7240128	7427107	1			1		Gain	186980	Has-gene
23																CNVR_754	14580054	14873800	1			1		Gain	293747	Without-gene
23	711	NM_001075633	+	16554040	16559396	16554188	16559231	5	16554040,16556327,16556781,16558160,16558728,	16554246,16556360,16557102,16558205,16559396,	0	PTCRA	cmpl	cmpl	0,1,1,1,1,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001075439	+	16562932	16571558	16562967	16571110	6	16562932,16566847,16567781,16570120,16570475,16570892,	16563020,16566973,16567878,16570243,16570593,16571558,	0	CNPY3	cmpl	cmpl	0,2,2,0,0,1,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001206116	+	16579596	16583029	16579608	16582852	6	16579596,16581212,16581976,16582223,16582471,16582680,	16579814,16581340,16582093,16582366,16582593,16583029,	0	GNMT	cmpl	cmpl	0,2,1,1,0,2,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001192947	-	16583121	16597410	16583614	16597347	17	16583121,16583923,16584212,16584406,16584817,16585129,16585328,16585615,16585889,16586144,16586912,16587732,16588474,16588885,16593494,16594034,16596465,	16583751,16584063,16584290,16584523,16584926,16585191,16585534,16585748,16585966,16586340,16587121,16587844,16588608,16588988,16593578,16594198,16597410,	0	PEX6	cmpl	cmpl	1,2,2,2,1,2,0,2,0,2,0,2,0,2,2,0,0,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001206358	+	16602164	16625471	16602270	16624415	16	16602164,16607254,16619965,16620418,16620707,16620932,16621459,16621727,16621898,16622204,16622560,16622837,16623613,16623807,16624015,16624277,	16602297,16607332,16620176,16620618,16620818,16621025,16621590,16621787,16622007,16622258,16622731,16622965,16623715,16623880,16624132,16625471,	0	PPP2R5D	cmpl	cmpl	0,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_174648	-	16625356	16626991	16625595	16626515	4	16625356,16626057,16626245,16626902,	16625747,16626160,16626525,16626991,	0	MEA1	cmpl	cmpl	1,0,0,-1,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001014966	+	16629662	16633717	16629725	16633148	10	16629662,16630085,16630414,16630713,16630893,16631187,16631422,16631671,16631869,16633081,	16629879,16630262,16630530,16630785,16631107,16631274,16631531,16631745,16631948,16633717,	0	KLHDC3	cmpl	cmpl	0,1,1,0,0,1,1,2,1,2,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23	711	NM_001105479	+	16634029	16638403	16634042	16637619	7	16634029,16635950,16636233,16636377,16636763,16636922,16637482,	16634133,16636098,16636300,16636482,16636838,16637040,16638403,	0	RRP36	cmpl	cmpl	0,1,2,0,0,0,1,	CNVR_755	16536674	16649675	4			4		Gain	113002	Has-gene
23																CNVR_756	26180182	26369699	16		3	13		Mixed	189518	Without-gene
23	796	NM_174580	+	27769892	27774392	27769892	27774392	5	27769892,27773004,27773402,27773861,27774125,	27770297,27773125,27773533,27774020,27774392,	0	POU5F1	cmpl	cmpl	0,0,1,0,0,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	796	NM_001083684	-	27775676	27779418	27776232	27778556	4	27775676,27776725,27778318,27779311,	27776473,27777281,27778882,27779418,	0	TCF19	cmpl	cmpl	2,1,0,-1,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	99	NM_001024536	+	27779848	27791241	27780957	27791106	16	27779848,27780840,27781051,27782592,27785215,27785493,27785814,27786114,27786732,27786927,27788824,27789094,27789378,27790304,27790564,27790996,	27779883,27780973,27781265,27782896,27785379,27785629,27785925,27786264,27786843,27787034,27788961,27789283,27789480,27790456,27790736,27791241,	0	CCHCR1	cmpl	cmpl	-1,0,1,2,0,2,0,0,0,0,2,1,1,1,0,1,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	797	NM_001080374	+	27793272	27794716	27793301	27794338	2	27793272,27793982,	27793353,27794716,	0	PSORS1C2	cmpl	cmpl	0,1,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	797	NM_001077950	+	27808495	27812712	27808500	27812246	3	27808495,27810651,27810915,	27808585,27810915,27812712,	0	CDSN	cmpl	cmpl	0,1,1,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	797	NM_001206459	+	27842252	27846497	27842301	27845887	8	27842252,27842663,27843149,27844711,27845096,27845655,27845825,27846052,	27842374,27842933,27843407,27844987,27845210,27845685,27845889,27846497,	0	LOC616942	cmpl	cmpl	0,1,1,1,1,1,1,-1,	CNVR_757	27759950	27903991	5			5		Gain	144042	Has-gene
23	100	NM_001040532	-	28330911	28506282	28330911	28506282	8	28330911,28331098,28331552,28377830,28472252,28505635,28505721,28506218,	28330959,28331131,28331657,28378106,28472528,28505705,28505905,28506282,	0	BOLA	incmpl	cmpl	1,1,1,1,1,0,1,0,	CNVR_758	28341860	28413350	1			1		Gain	71491	Has-gene
23	801	NM_001105616	-	28354856	28358332	28355357	28358325	8	28354856,28355163,28355350,28355807,28356015,28357205,28357679,28358261,	28355051,28355211,28355386,28355909,28356303,28357481,28357949,28358332,	0	BOLA-NC1	cmpl	cmpl	-1,-1,1,1,1,1,1,0,	CNVR_758	28341860	28413350	1			1		Gain	71491	Has-gene
23	807	NM_001098382	-	29106706	29110560	29107825	29108752	2	29106706,29110261,	29108755,29110560,	0	OR12D2E	cmpl	cmpl	0,-1,	CNVR_759	29006685	29126339	2			2		Gain	119655	Has-gene
23																CNVR_760	30383571	30574212	3			3		Gain	190642	Without-gene
23	819	NM_001374538	+	30724785	30725157	30724825	30725137	1	30724785,	30725157,	0	H4C13	cmpl	cmpl	0,	CNVR_761	30711619	30757886	1			1		Gain	46268	Has-gene
23	819	NM_001374539	+	30726410	30726871	30726422	30726833	1	30726410,	30726871,	0	LOC115945171	cmpl	cmpl	0,	CNVR_761	30711619	30757886	1			1		Gain	46268	Has-gene
23	819	NM_001081742	-	30737492	30741740	30741267	30741648	2	30737492,30741244,	30738397,30741740,	0	H2BC15	cmpl	cmpl	-1,0,	CNVR_761	30711619	30757886	1			1		Gain	46268	Has-gene
23	819	NM_001374540	+	30747798	30748327	30747807	30748119	1	30747798,	30748327,	0	H4C12	cmpl	cmpl	0,	CNVR_761	30711619	30757886	1			1		Gain	46268	Has-gene
23	824	NM_174508	-	31342498	31373025	31343550	31373025	2	31342498,31372977,	31344106,31373025,	0	BTN1A1	cmpl	incmpl	2,0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	824	NM_174508	+	31362434	31366605	31362492	31366605	7	31362434,31362950,31364653,31365778,31366438,31366565,31366592,	31362571,31363298,31364935,31365928,31366459,31366592,31366605,	0	BTN1A1	cmpl	incmpl	0,1,1,1,1,1,2,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	824	NM_001374535	+	31456802	31457219	31456885	31457197	1	31456802,	31457219,	0	H4C8	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001374536	+	31474008	31474467	31474029	31474440	1	31474008,	31474467,	0	H3C8	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001374537	+	31479362	31479743	31479374	31479686	1	31479362,	31479743,	0	H4C7	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001374534	-	31485071	31485727	31485394	31485706	1	31485071,	31485727,	0	H4C6	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001101066	+	31490461	31494119	31490519	31491185	1	31490461,	31494119,	0	H1-3	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001374533	-	31497443	31497936	31497479	31497890	1	31497443,	31497936,	0	H3C6	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001374532	-	31502658	31503095	31502776	31503087	1	31502658,	31503095,	0	H4C16	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001105643	+	31519197	31519765	31519420	31519624	1	31519197,	31519765,	0	H2BC8	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001098989	-	31530227	31531841	31531156	31531789	1	31530227,	31531841,	0	H1-12	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001099724	+	31534730	31535523	31534758	31535070	1	31534730,	31535523,	0	H4C4	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	825	NM_001046246	-	31554345	31555332	31554875	31555256	2	31554345,31554866,	31554560,31555332,	0	H2BC5	cmpl	cmpl	-1,0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	103	NM_001205596	-	31579040	31589224	31588780	31589173	2	31579040,31588665,	31579203,31589224,	0	H2AC6	cmpl	cmpl	-1,0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001355022	-	31588714	31589224	31588780	31589173	1	31588714,	31589224,	0	H2AC6	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NR_107804	-	31589156	31589240	31589240	31589240	1	31589156,	31589240,	0	MIR6531	unk	unk	-1,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001374531	-	31607155	31607807	31607478	31607790	1	31607155,	31607807,	0	H4C3	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001012399	+	31614237	31621350	31614300	31621316	6	31614237,31617684,31618377,31619774,31620182,31621275,	31614376,31617948,31618677,31620050,31620296,31621350,	0	HFE	cmpl	cmpl	0,1,1,1,1,1,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001083425	+	31636902	31639367	31636946	31637588	2	31636902,31639172,	31637795,31639367,	0	H1-2	cmpl	cmpl	0,-1,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001374530	-	31644052	31644536	31644097	31644508	1	31644052,	31644536,	0	LOC115945165	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_173880	+	31665561	31667068	31665599	31665911	1	31665561,	31667068,	0	H4C2	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001374528	-	31669627	31670023	31669662	31669974	1	31669627,	31670023,	0	H4C1	cmpl	cmpl	0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	826	NM_001034574	-	31693731	31708621	31693877	31706914	8	31693731,31700143,31700351,31701358,31703374,31706515,31708257,31708571,	31694398,31700256,31700374,31701589,31703470,31707059,31708293,31708621,	0	TRIM38	cmpl	cmpl	1,2,0,0,0,0,-1,-1,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	827	NM_001038118	+	31721013	31739272	31727728	31738931	12	31721013,31727645,31729019,31731237,31731554,31733612,31734900,31735140,31735798,31736013,31737492,31738796,	31721162,31727756,31729234,31731471,31731642,31733699,31735019,31735302,31735931,31736161,31737583,31739272,	0	SLC17A2	cmpl	cmpl	-1,0,1,0,0,1,1,0,0,1,2,0,	CNVR_762	31338261	31726418	6			5	1	Gain	388158	Has-gene
23	836	NM_001192735	-	32950887	32976657	32952153	32976657	10	32950887,32954019,32956406,32958232,32959978,32963143,32965339,32967202,32969088,32976330,	32952359,32954078,32956576,32958391,32960122,32963287,32965456,32967373,32969172,32976657,	0	ALDH5A1	cmpl	cmpl	1,2,0,0,0,0,0,0,0,0,	CNVR_763	32928987	32981013	1			1		Gain	52027	Has-gene
23	913	NM_001015643	+	43001107	43024351	43002796	43023933	8	43001107,43002751,43004165,43010041,43013924,43021355,43022704,43023846,	43001218,43002908,43004246,43010229,43014062,43021501,43022834,43024351,	0	TBC1D7	cmpl	cmpl	-1,0,1,1,0,0,2,0,	CNVR_764	42992055	43047899	3		3			Loss	55845	Has-gene
23	928	NM_001135578	-	45020475	45041768	45024691	45041722	2	45020475,45041646,	45024879,45041768,	0	SMIM13	cmpl	cmpl	1,0,	CNVR_765	45009074	45189649	1		1			Loss	180576	Has-gene
23	929	NM_001083517	+	45093667	45111456	45093667	45111322	7	45093667,45099482,45103658,45106173,45108740,45109281,45111202,	45093732,45099670,45103736,45106345,45108865,45109416,45111456,	0	ELOVL2	incmpl	cmpl	2,1,0,0,1,0,0,	CNVR_765	45009074	45189649	1		1			Loss	180576	Has-gene
23	14	NM_001076306	+	49282978	49374342	49283282	49373963	3	49282978,49308846,49373894,	49283368,49308967,49374342,	0	LYRM4	cmpl	cmpl	0,2,0,	CNVR_766	49369698	49377644	1			1		Gain	7947	Has-gene
23																CNVR_767	49725139	49762070	1		1			Loss	36932	Without-gene
23	969	NM_001003900	+	50354842	50394281	50354937	50394087	4	50354842,50355741,50356120,50393026,	50354994,50355850,50356231,50394281,	0	TUBB2B	cmpl	cmpl	0,0,1,1,	CNVR_768	50362620	50401022	2		2			Loss	38403	Has-gene
23	969	NM_001045918	-	50394969	50417071	50395183	50417050	4	50394969,50398900,50410017,50416943,	50395271,50399025,50410122,50417071,	0	BPHL	cmpl	cmpl	2,0,2,0,	CNVR_768	50362620	50401022	2		2			Loss	38403	Has-gene
24																CNVR_769	1582182	1695175	1		1			Loss	112994	Without-gene
24																CNVR_770	5854411	6076611	3		2		1	Mixed	222201	Without-gene
24																CNVR_771	8540940	8562806	1		1			Loss	21867	Without-gene
24																CNVR_772	10184151	10234599	2		1	1		Mixed	50449	Without-gene
24																CNVR_773	13158889	13331435	1			1		Gain	172547	Without-gene
24																CNVR_774	13461216	13521424	1		1			Loss	60209	Without-gene
24	86	NM_001099067	-	14182754	14347221	14183102	14347168	25	14182754,14188750,14193184,14199494,14220268,14233385,14236223,14241980,14242603,14245144,14249899,14251505,14259508,14262975,14264673,14273427,14282701,14283923,14287289,14289972,14292168,14324910,14338407,14344023,14347100,	14183117,14188876,14193275,14199663,14220343,14233470,14236286,14242052,14242732,14245276,14250016,14251611,14259576,14263066,14264828,14273613,14282794,14284028,14287361,14290068,14292255,14325040,14338551,14344212,14347221,	0	PIK3C3	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,	CNVR_775	14148518	14308800	1		1			Loss	160283	Has-gene
24																CNVR_776	24582206	24620212	2		2			Loss	38007	Without-gene
24																CNVR_777	26491390	28286304	73		35	36	2	Mixed	1794915	Without-gene
24																CNVR_778	38690535	38729638	1			1		Gain	39104	Without-gene
24	904	NM_174565	+	41855937	41874838	41856054	41874610	8	41855937,41860151,41861619,41861769,41864049,41865501,41869057,41874516,	41856108,41860217,41861682,41861886,41864218,41865611,41869134,41874838,	0	NDUFV2	cmpl	cmpl	0,0,0,0,0,1,0,2,	CNVR_779	41829351	42008450	5		5			Loss	179100	Has-gene
24	905	NM_001076089	+	41986505	42008182	41988129	42005454	5	41986505,41988095,41998390,42003526,42005272,	41986624,41988252,41998490,42003793,42008182,	0	TWSG1	cmpl	cmpl	-1,0,0,1,1,	CNVR_779	41829351	42008450	5		5			Loss	179100	Has-gene
24																CNVR_780	42541228	42608970	1		1			Loss	67743	Without-gene
24																CNVR_781	44116929	44155534	2		2			Loss	38606	Without-gene
24	973	NM_001076814	+	50870261	50928290	50880869	50928029	16	50870261,50880857,50888453,50891187,50893728,50895429,50895890,50898593,50898800,50899195,50901678,50904299,50913031,50922004,50922612,50927861,	50870516,50880977,50888587,50891337,50893804,50895591,50895994,50898703,50898898,50899309,50901793,50904442,50913134,50922075,50922711,50928290,	0	ME2	cmpl	cmpl	-1,0,0,2,2,0,0,2,1,0,0,1,0,1,0,0,	CNVR_782	50880573	50931360	1		1			Loss	50788	Has-gene
24																CNVR_783	60441853	60476719	1			1		Gain	34867	Without-gene
25	73	NM_001081545	+	517558	539514	518301	538051	7	517558,518224,530542,531051,536688,537067,537770,	517649,518443,530603,531112,536766,537290,539514,	0	RAB40C	cmpl	cmpl	-1,0,1,2,0,0,1,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001205796	+	540853	543477	540853	543387	2	540853,541905,	541024,543477,	0	WFIKKN1	cmpl	cmpl	0,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001038106	-	543803	545583	543954	545402	6	543803,544081,544249,544646,544882,545205,	544002,544160,544317,544706,545045,545583,	0	METTL26	cmpl	cmpl	0,2,0,0,2,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_178316	-	547363	552280	547789	552280	17	547363,548147,548437,548667,548830,549045,549228,549444,549717,549929,550163,550333,550518,550702,551187,552070,552196,	547916,548350,548560,548742,548961,549146,549371,549529,549838,550038,550262,550435,550627,550755,551241,552114,552280,	0	RHOT2	cmpl	incmpl	2,0,0,0,1,2,0,2,1,0,0,0,2,0,0,1,1,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001194953	-	556857	558249	556988	558160	7	556857,557252,557574,557589,557605,557866,558032,	557152,557405,557588,557605,557734,557960,558249,	0	LOC516108	cmpl	cmpl	1,1,2,1,0,2,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001075166	+	558377	560735	558485	560475	8	558377,559135,559420,559773,560010,560154,560348,560469,	558644,559334,559586,559861,560067,560271,560464,560735,	0	STUB1	cmpl	cmpl	0,0,1,2,0,0,0,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001045973	-	562575	567722	562635	567230	8	562575,563130,563558,563759,563959,564594,565409,566749,	562989,563471,563663,563881,564078,565267,565587,567722,	0	WDR24	cmpl	cmpl	0,1,1,2,0,2,1,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001099212	-	569039	605515	570636	573861	6	569039,570984,571337,571793,573219,605223,	570785,571048,571422,572302,573875,605515,	0	FBXL16	cmpl	cmpl	1,0,2,0,0,-1,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001079511	+	578684	583777	578779	583459	5	578684,578939,582712,583071,583388,	578831,579054,582840,583173,583777,	0	MCRIP2	cmpl	cmpl	0,1,2,1,1,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001102026	+	613233	615347	613249	615242	4	613233,613632,614778,614925,	613347,614033,614838,615347,	0	METRN	cmpl	cmpl	0,2,1,1,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001195829	+	618417	619924	618592	619896	5	618417,618965,619162,619496,619674,	618754,619070,619303,619547,619924,	0	ANTKMT	cmpl	cmpl	0,0,0,0,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001075540	+	624817	627449	625014	627214	8	624817,625468,625621,625809,625995,626296,626690,627045,	625119,625533,625739,625918,626099,626398,626770,627449,	0	HAGHL	cmpl	cmpl	0,0,2,0,1,0,0,2,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	589	NM_001083411	-	627453	633977	628004	633960	11	627453,628324,628842,629441,629622,629835,630192,630805,631421,632948,633894,	628243,628482,628980,629514,629752,629954,630327,630938,631565,633044,633977,	0	CIAO3	cmpl	cmpl	1,2,2,1,0,1,1,0,0,0,0,	CNVR_784	481605	629048	2			1	1	Gain	147444	Has-gene
25	591	NM_001038069	-	871129	877122	871182	877022	6	871129,871960,872989,874177,874655,876488,	871399,872115,873212,874321,874726,877122,	0	TEKT4	cmpl	cmpl	2,0,2,2,0,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	592	NM_001319894	-	987388	989247	987605	988842	6	987388,987844,988132,988506,988787,989224,	987770,988008,988398,988672,988842,989247,	0	LOC786948	cmpl	cmpl	0,1,2,1,0,-1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	592	NM_174202	+	994550	996277	994783	996019	6	994550,994783,994953,995226,995616,995854,	994594,994838,995119,995492,995780,996277,	0	TPSB2	cmpl	cmpl	-1,0,1,2,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	592	NM_001099372	+	1041070	1048239	1041084	1047710	6	1041070,1041310,1042186,1045567,1045765,1047646,	1041150,1041394,1042259,1045677,1045845,1048239,	0	UBE2I	cmpl	cmpl	0,0,0,1,0,2,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	593	NM_001098911	-	1067752	1070205	1067962	1070151	6	1067752,1068387,1068606,1069181,1069733,1070039,	1068143,1068451,1068783,1069375,1069953,1070205,	0	TSR3	cmpl	cmpl	2,1,1,2,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	593	NM_001017428	+	1070473	1080530	1070496	1080415	10	1070473,1070606,1079150,1079268,1079422,1079587,1079777,1079933,1080139,1080317,	1070528,1070674,1079205,1079352,1079516,1079702,1079860,1080065,1080221,1080530,	0	GNPTG	cmpl	cmpl	0,2,1,2,2,0,1,0,0,1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	593	NM_001076512	-	1116685	1117622	1117118	1117602	2	1116685,1117570,	1117494,1117622,	0	C25H16orf91	cmpl	cmpl	2,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	593	NM_001025331	-	1135568	1156102	1136619	1156054	25	1135568,1136840,1137004,1137278,1137877,1138102,1138286,1138612,1139552,1140430,1141208,1141823,1142126,1142731,1142983,1143259,1143855,1144030,1144673,1145173,1145505,1146160,1146317,1149473,1155901,	1136706,1136921,1137181,1137338,1138007,1138188,1138414,1138664,1139722,1140524,1141347,1141884,1142181,1142848,1143048,1143353,1143939,1144093,1144754,1145283,1145638,1146226,1146389,1149545,1156102,	0	CLCN7	cmpl	cmpl	0,0,0,0,2,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	594	NM_001076377	+	1194759	1207351	1195217	1206958	3	1194759,1199328,1206713,	1195497,1199484,1207351,	0	TMEM204	cmpl	cmpl	0,1,1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	594	NM_001205874	+	1245668	1284542	1245668	1284542	20	1245668,1254943,1256993,1258616,1260135,1270897,1271445,1272568,1273118,1275283,1277269,1277536,1279300,1280321,1280537,1281253,1281804,1282785,1283507,1284377,	1246014,1255137,1257147,1258700,1260184,1270983,1271569,1272650,1274252,1275461,1277451,1277611,1279382,1280426,1280716,1281316,1282036,1282950,1283653,1284542,	0	CRAMP1	cmpl	cmpl	0,1,0,1,1,2,1,2,0,0,1,0,0,1,1,0,0,1,1,0,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
25	594	NM_001081546	+	1288765	1301380	1288790	1299041	5	1288765,1291440,1295765,1298001,1298865,	1288834,1291580,1295908,1298047,1301380,	0	JPT2	cmpl	cmpl	0,2,1,0,1,	CNVR_785	853665	1791331	13		2	7	4	Mixed	937667	Has-gene
