Chr	name	bin	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	en_id	cdsStartStat	cdsEndStat	exonFrames	name2	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
6	ENSBTAT00000016697.5	1478	-	117096412	117118752	117097412	117117774	13	117096412,117098400,117100965,117101390,117102131,117102581,117106256,117113027,117113522,117114341,117115457,117116198,117117529,	117097506,117098575,117101077,117101574,117102257,117102726,117106362,117113156,117113635,117114638,117115578,117116529,117118752,	0	ENSBTAG00000012577.5	cmpl	cmpl	2,1,0,2,2,1,0,0,1,1,0,2,0,	UVSSA	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000016693.6	1478	-	117125134	117152643	117125935	117152535	10	117125134,117126308,117126775,117130130,117130366,117132768,117133577,117137044,117139099,117152466,	117126031,117126504,117126909,117130239,117130443,117132882,117133700,117137248,117139282,117152643,	0	ENSBTAG00000012575.6	cmpl	cmpl	0,2,0,2,0,0,0,0,0,0,	MAEA	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000079604.1	1478	-	117167954	117170558	117170558	117170558	2	117167954,117170091,	117169316,117170558,	0	ENSBTAG00000055098.1	none	none	-1,-1,	79604.1	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000077748.1	1478	+	117170649	117172276	117172276	117172276	2	117170649,117171033,	117170939,117172276,	0	ENSBTAG00000051207.1	none	none	-1,-1,	77748.1	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000084522.1	1478	-	117172653	117173694	117173694	117173694	1	117172653,	117173694,	0	ENSBTAG00000051590.1	none	none	-1,	84522.1	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000081248.1	1479	-	117184428	117202005	117202005	117202005	4	117184428,117199744,117201406,117201932,	117184633,117200588,117201517,117202005,	0	ENSBTAG00000049230.1	none	none	-1,-1,-1,-1,	81248.1	CNVR_303	117015280	117198612	1	1		1			Loss	183333	Has_gene
6	ENSBTAT00000039444.4	1480	-	117346406	117358800	117347406	117358423	6	117346406,117347971,117348411,117348792,117349944,117358347,	117347843,117348325,117348696,117348873,117350217,117358800,	0	ENSBTAG00000027464.4	cmpl	cmpl	1,1,1,1,1,0,	FGFRL1	CNVR_304	117334310	117390034	1	1		1			Loss	55725	Has_gene
6	ENSBTAT00000080119.1	1480	-	117370641	117371895	117371895	117371895	1	117370641,	117371895,	0	ENSBTAG00000053863.1	none	none	-1,	80119.1	CNVR_304	117334310	117390034	1	1		1			Loss	55725	Has_gene
6	ENSBTAT00000009212.5	1480	-	117374269	117388382	117374269	117388382	14	117374269,117374497,117374962,117375121,117375325,117375537,117375992,117376287,117376573,117376875,117377245,117377507,117387377,117388227,	117374376,117374598,117375039,117375247,117375447,117375750,117376209,117376467,117376776,117376971,117377353,117377593,117387518,117388382,	0	ENSBTAG00000007002.5	cmpl	cmpl	1,2,0,0,1,1,0,0,1,1,1,2,2,0,	IDUA	CNVR_304	117334310	117390034	1	1		1			Loss	55725	Has_gene
6	ENSBTAT00000009210.3	1480	+	117379931	117386917	117379931	117386601	3	117379931,117384028,117385071,	117380404,117384647,117386917,	0	ENSBTAG00000007001.3	cmpl	cmpl	0,2,0,	SLC26A1	CNVR_304	117334310	117390034	1	1		1			Loss	55725	Has_gene
6	ENSBTAT00000062765.2	1480	-	117380991	117381063	117381063	117381063	1	117380991,	117381063,	0	ENSBTAG00000045332.2	none	none	-1,	bta-mir-2449	CNVR_304	117334310	117390034	1	1		1			Loss	55725	Has_gene
6	ENSBTAT00000025537.5	2	+	117431875	117479886	117432019	117479371	28	117431875,117442567,117443302,117444262,117446376,117449062,117450096,117451345,117451698,117453351,117454721,117461287,117461806,117462275,117463192,117466090,117466605,117467045,117470303,117470930,117471161,117471783,117472412,117473547,117477548,117478222,117478988,117479269,	117432164,117442629,117443362,117444377,117446519,117449188,117450186,117451481,117451811,117453409,117454845,117461337,117461955,117462398,117463326,117466285,117466723,117467125,117470497,117471074,117471554,117471957,117472523,117473664,117477773,117478371,117479165,117479886,	0	ENSBTAG00000019188.5	cmpl	cmpl	0,1,0,0,1,0,0,0,1,0,1,2,1,0,0,2,2,0,2,1,1,1,1,1,1,1,0,0,	GAK	CNVR_305	117442170	117586582	1	1		1			Loss	144413	Has_gene
6	ENSBTAT00000070551.1	1481	+	117489823	117530962	117491246	117529390	4	117489823,117491171,117523253,117529192,	117489925,117491277,117523429,117530962,	0	ENSBTAG00000050808.1	cmpl	cmpl	-1,0,1,0,	CPLX1	CNVR_305	117442170	117586582	1	1		1			Loss	144413	Has_gene
6	ENSBTAT00000018621.6	185	-	117552023	117594127	117552706	117576980	11	117552023,117553137,117562415,117570392,117571310,117575233,117575910,117576871,117580668,117581129,117593940,	117552754,117553218,117562553,117570481,117571421,117575289,117576007,117576989,117580816,117581271,117594127,	0	ENSBTAG00000014017.6	cmpl	cmpl	0,0,0,1,1,2,1,0,-1,-1,-1,	PCGF3	CNVR_305	117442170	117586582	1	1		1			Loss	144413	Has_gene
7	ENSBTAT00000053092.3	587	-	328407	329346	328407	329346	1	328407,	329346,	0	ENSBTAG00000040610.3	cmpl	incmpl	0,	OR5W39	CNVR_306	310937	435584	77	77	23	39	15		Mixed	124648	Has_gene
7	ENSBTAT00000053644.2	588	-	394779	406898	394955	406797	2	394779,405589,	394959,406898,	0	ENSBTAG00000037602.2	cmpl	cmpl	2,0,	53644.2	CNVR_306	310937	435584	77	77	23	39	15		Mixed	124648	Has_gene
7	ENSBTAT00000071554.1	9	+	1004380	1109792	1099418	1108362	6	1004380,1088907,1099412,1099764,1101026,1108059,	1004522,1089058,1099595,1099887,1101164,1109792,	0	ENSBTAG00000055156.1	cmpl	cmpl	-1,-1,0,0,0,0,	RASGEF1C	CNVR_307	1080046	1085828	2	2		2			Loss	5783	Has_gene
7	ENSBTAT00000016859.6	603	-	2442460	2460464	2442460	2460395	3	2442460,2458029,2460362,	2443794,2458156,2460464,	0	ENSBTAG00000004262.6	cmpl	cmpl	1,0,0,	ZNF454	CNVR_308	2441749	2470758	1	1			1		Gain	29010	Has_gene
7	ENSBTAT00000009371.5	603	-	2467012	2468407	2467012	2468407	1	2467012,	2468407,	0	ENSBTAG00000007122.5	cmpl	cmpl	0,	ZFP2	CNVR_308	2441749	2470758	1	1			1		Gain	29010	Has_gene
7	ENSBTAT00000078146.1	603	-	2470300	2490007	2490007	2490007	3	2470300,2479631,2489574,	2470357,2479728,2490007,	0	ENSBTAG00000050595.1	none	none	-1,-1,-1,	78146.1	CNVR_308	2441749	2470758	1	1			1		Gain	29010	Has_gene
7	ENSBTAT00000048089.3	77	+	4940146	4984507	4940218	4984404	4	4940146,4982324,4984088,4984356,	4940336,4982714,4984240,4984507,	0	ENSBTAG00000033886.4	cmpl	cmpl	0,1,1,0,	CIST1	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000014100.6	623	+	5001614	5013738	5001614	5012690	15	5001614,5005526,5006288,5006412,5006716,5007038,5007227,5007856,5008218,5008741,5009012,5009687,5011210,5011589,5012300,	5001760,5005718,5006325,5006486,5006769,5007148,5007321,5008020,5008317,5008906,5009112,5009842,5011333,5011772,5013738,	0	ENSBTAG00000010652.6	cmpl	cmpl	0,2,2,0,2,1,0,1,0,0,0,1,0,0,0,	PDE4C	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000002783.4	623	+	5017270	5023126	5017270	5023126	5	5017270,5019343,5020733,5021863,5022935,	5017303,5019571,5020852,5021988,5023126,	0	ENSBTAG00000010635.6	cmpl	cmpl	0,0,0,2,1,	RAB3A	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000036462.3	623	-	5023241	5027895	5024240	5027005	5	5023241,5024634,5024896,5025950,5026773,	5024333,5024763,5024973,5026121,5027895,	0	ENSBTAG00000025788.3	cmpl	cmpl	0,0,1,1,0,	MPV17L2	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000047907.4	623	-	5054899	5058251	5055112	5058228	7	5054899,5055264,5055444,5056410,5056756,5056918,5058114,	5055175,5055318,5055597,5056503,5056831,5057101,5058251,	0	ENSBTAG00000018349.6	cmpl	cmpl	0,0,0,0,0,0,0,	IFI30	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000003033.5	623	-	5060768	5073385	5061769	5071092	16	5060768,5062289,5062643,5063678,5064088,5065481,5065711,5066029,5066206,5066464,5067025,5067328,5067565,5067941,5070770,5073310,	5061977,5062460,5062715,5063855,5064231,5065607,5065892,5066128,5066315,5066550,5067239,5067460,5067607,5068034,5071514,5073385,	0	ENSBTAG00000002350.6	cmpl	cmpl	2,2,2,2,0,0,2,2,1,2,1,1,1,1,0,-1,	PIK3R2	CNVR_309	4981205	5074707	1	1			1		Gain	93503	Has_gene
7	ENSBTAT00000027857.6	625	+	5306152	5323991	5309720	5322765	24	5306152,5309707,5310368,5310820,5311188,5311734,5312616,5312844,5313416,5313742,5314741,5315099,5315958,5316837,5317654,5317870,5318162,5318937,5319148,5319934,5320588,5321179,5321630,5322657,	5306907,5309904,5310492,5310932,5311334,5312029,5312739,5313002,5313528,5313929,5314869,5315231,5316043,5316965,5317787,5318022,5318313,5319077,5319338,5320059,5320761,5321297,5321741,5323991,	0	ENSBTAG00000020904.6	cmpl	cmpl	-1,0,1,2,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,	JAK3	CNVR_310	5292475	5377006	1	1		1			Loss	84532	Has_gene
7	ENSBTAT00000027848.5	625	+	5325747	5327331	5325774	5326989	2	5325747,5326783,	5325967,5327331,	0	ENSBTAG00000025775.4	cmpl	cmpl	0,1,	INSL3	CNVR_310	5292475	5377006	1	1		1			Loss	84532	Has_gene
7	ENSBTAT00000087361.1	625	-	5340050	5341178	5340050	5341178	1	5340050,	5341178,	0	ENSBTAG00000050184.1	cmpl	cmpl	0,	87361.1	CNVR_310	5292475	5377006	1	1		1			Loss	84532	Has_gene
7	ENSBTAT00000064569.2	625	-	5344442	5364373	5345443	5349232	3	5344442,5348665,5364355,	5345995,5349282,5364373,	0	ENSBTAG00000046750.2	cmpl	cmpl	0,0,-1,	B3GNT3	CNVR_310	5292475	5377006	1	1		1			Loss	84532	Has_gene
7	ENSBTAT00000050484.4	78	-	5368409	5395426	5368681	5392643	28	5368409,5369246,5369922,5370847,5371453,5371878,5372972,5373237,5373429,5375219,5375860,5376527,5376961,5377088,5377957,5378413,5379429,5379623,5381227,5381398,5382490,5382831,5384765,5385994,5387131,5392616,5393091,5394900,	5368704,5369411,5369978,5371047,5371586,5372034,5373081,5373325,5373542,5375495,5375952,5376579,5376986,5377267,5378015,5378438,5379508,5379668,5381324,5381497,5382595,5382984,5384907,5386069,5387223,5392687,5393177,5395426,	0	ENSBTAG00000002136.6	cmpl	cmpl	1,1,2,0,2,2,1,0,1,1,2,1,0,1,0,2,1,1,0,0,0,0,2,2,0,0,-1,-1,	FCHO1	CNVR_310	5292475	5377006	1	1		1			Loss	84532	Has_gene
7	ENSBTAT00000047528.4	78	+	5469762	5525065	5469762	5525065	39	5469762,5470405,5472542,5474265,5475093,5476016,5477985,5481268,5489366,5490408,5492293,5494155,5494894,5495254,5496466,5497894,5498153,5499310,5500697,5501227,5501687,5502069,5502388,5504426,5505715,5505996,5506896,5507367,5508339,5508996,5510032,5511367,5516596,5517008,5518209,5519527,5521912,5522729,5524764,	5469814,5470505,5472660,5474389,5475167,5476071,5478021,5481476,5489900,5490517,5492340,5494240,5494966,5495474,5496694,5498036,5498323,5499426,5500861,5501378,5501756,5502159,5502523,5504560,5505801,5506123,5506993,5507511,5508423,5509090,5510207,5511536,5516653,5517089,5518357,5519584,5522005,5522889,5525065,	0	ENSBTAG00000012682.6	incmpl	cmpl	0,1,2,0,1,0,1,1,2,2,0,2,0,0,1,1,2,1,0,2,0,0,0,0,2,1,2,0,0,0,1,2,0,0,0,1,1,1,2,	UNC13A	CNVR_311	5473507	5616237	1	1		1			Loss	142731	Has_gene
7	ENSBTAT00000016841.5	627	-	5543271	5566733	5545661	5566733	12	5543271,5546109,5547084,5548790,5549180,5549360,5554442,5556432,5557804,5564120,5564988,5566470,	5545929,5546316,5547212,5548923,5549287,5549437,5554562,5556637,5557939,5564238,5565099,5566733,	0	ENSBTAG00000012678.5	cmpl	cmpl	2,2,0,2,0,1,1,0,0,2,2,0,	COLGALT1	CNVR_311	5473507	5616237	1	1		1			Loss	142731	Has_gene
7	ENSBTAT00000025214.5	627	-	5570692	5586773	5570692	5586773	14	5570692,5572675,5573749,5573937,5575322,5576994,5577832,5578191,5578378,5579218,5581342,5582022,5585170,5586718,	5570853,5572787,5573857,5574054,5575481,5577185,5577995,5578296,5578494,5579386,5581457,5582148,5585301,5586773,	0	ENSBTAG00000018946.5	cmpl	cmpl	1,0,0,0,0,1,0,0,1,1,0,0,1,0,	NIBAN3	CNVR_311	5473507	5616237	1	1		1			Loss	142731	Has_gene
7	ENSBTAT00000022314.3	627	-	5590438	5599169	5590842	5599126	5	5590438,5593107,5593545,5594109,5598838,	5590980,5593248,5593647,5594217,5599169,	0	ENSBTAG00000016783.3	cmpl	cmpl	0,0,0,0,0,	PGLS	CNVR_311	5473507	5616237	1	1		1			Loss	142731	Has_gene
7	ENSBTAT00000022311.5	78	-	5606616	5646428	5606616	5642831	14	5606616,5608080,5608626,5608863,5609091,5610319,5616652,5616834,5617648,5617806,5618095,5642664,5644399,5646201,	5606774,5608227,5608791,5609001,5609218,5610529,5616762,5616926,5617718,5617968,5618490,5642832,5644622,5646428,	0	ENSBTAG00000016775.6	cmpl	cmpl	1,1,1,1,0,0,1,2,1,1,2,0,-1,-1,	SLC27A1	CNVR_311	5473507	5616237	1	1		1			Loss	142731	Has_gene
7	ENSBTAT00000071477.1	652	+	8782605	8783574	8782605	8783574	1	8782605,	8783574,	0	ENSBTAG00000049396.1	cmpl	cmpl	0,	OR7A126	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000063607.2	652	-	8878229	8879414	8878229	8879414	3	8878229,8878493,8879128,	8878257,8879088,8879414,	0	ENSBTAG00000051733.1	cmpl	cmpl	2,1,0,	OR7A121BP	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000071751.1	652	-	8888828	8889914	8888828	8889914	1	8888828,	8889914,	0	ENSBTAG00000052634.1	cmpl	cmpl	0,	OR7A135	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000065248.2	652	-	8905846	8906878	8905846	8906878	1	8905846,	8906878,	0	ENSBTAG00000054443.1	cmpl	cmpl	0,	OR7A98	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000070276.1	653	-	8945625	8946597	8945625	8946597	1	8945625,	8946597,	0	ENSBTAG00000050472.1	cmpl	cmpl	0,	OR7A103	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000086921.1	653	+	8949721	8950358	8949721	8950358	2	8949721,8950122,	8949872,8950358,	0	ENSBTAG00000054380.1	cmpl	cmpl	0,1,	86921.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000083754.1	653	-	8970037	8970985	8970037	8970985	1	8970037,	8970985,	0	ENSBTAG00000049157.1	cmpl	cmpl	0,	OR7A114	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000067541.1	654	+	9044557	9045553	9044557	9045553	1	9044557,	9045553,	0	ENSBTAG00000051984.1	incmpl	cmpl	0,	OR7A75	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000064725.2	654	+	9076251	9077217	9076251	9077217	1	9076251,	9077217,	0	ENSBTAG00000053236.1	incmpl	cmpl	0,	OR7A90	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000078744.1	654	+	9126370	9127303	9126370	9127303	1	9126370,	9127303,	0	ENSBTAG00000054146.1	cmpl	cmpl	0,	78744.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000080950.1	655	+	9224013	9224952	9224013	9224952	1	9224013,	9224952,	0	ENSBTAG00000049017.1	cmpl	cmpl	0,	OR7A83	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000078872.1	81	-	9283538	9329484	9283621	9329448	17	9283538,9283856,9285016,9285469,9304525,9305032,9313974,9314339,9314744,9320430,9320988,9321162,9323594,9324017,9325483,9328690,9329342,	9283771,9284025,9285108,9285536,9304761,9305230,9314154,9314560,9314852,9320608,9321066,9321209,9323729,9324071,9325630,9328810,9329484,	0	ENSBTAG00000052522.1	cmpl	cmpl	0,2,0,2,0,0,0,1,1,0,0,1,1,1,1,1,0,	78872.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000076906.1	657	-	9440266	9441226	9440266	9441226	1	9440266,	9441226,	0	ENSBTAG00000055049.1	cmpl	cmpl	0,	OR7A89	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000064582.2	657	-	9452760	9454650	9452760	9454650	3	9452760,9453061,9453753,	9452984,9453116,9454650,	0	ENSBTAG00000055243.1	cmpl	cmpl	1,0,0,	64582.2	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000074079.1	657	-	9461760	9462729	9461760	9462729	1	9461760,	9462729,	0	ENSBTAG00000050759.1	cmpl	cmpl	0,	74079.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000083485.1	657	-	9490924	9491923	9490924	9491923	1	9490924,	9491923,	0	ENSBTAG00000048785.1	cmpl	cmpl	0,	OR7A95	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000084867.1	658	+	9613338	9614292	9613338	9614292	1	9613338,	9614292,	0	ENSBTAG00000052651.1	incmpl	cmpl	0,	OR7A99	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000049737.4	658	+	9634242	9635277	9634242	9635277	1	9634242,	9635277,	0	ENSBTAG00000052812.1	cmpl	cmpl	0,	OR7A97	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000069520.1	658	+	9656777	9657734	9656777	9657734	1	9656777,	9657734,	0	ENSBTAG00000051170.1	cmpl	cmpl	0,	OR7A78	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000009854.5	658	+	9688346	9689714	9688346	9689714	3	9688346,9688398,9689640,	9688351,9689336,9689714,	0	ENSBTAG00000054398.1	incmpl	cmpl	0,2,1,	09854.5	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000063371.2	659	+	9792239	9793489	9792239	9793489	2	9792239,9793423,	9793145,9793489,	0	ENSBTAG00000047589.2	cmpl	cmpl	0,0,	63371.2	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000080513.1	659	-	9813345	9814314	9813345	9814314	1	9813345,	9814314,	0	ENSBTAG00000055277.1	cmpl	cmpl	0,	OR7A77	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000063516.2	661	+	10022868	10023816	10022868	10023816	1	10022868,	10023816,	0	ENSBTAG00000053152.1	cmpl	cmpl	0,	OR7A88	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000074889.1	661	+	10090681	10091650	10090681	10091650	1	10090681,	10091650,	0	ENSBTAG00000050774.1	cmpl	cmpl	0,	OR7A112	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000067367.1	662	-	10165174	10166128	10165174	10166128	1	10165174,	10166128,	0	ENSBTAG00000053498.1	cmpl	cmpl	0,	67367.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000053797.3	662	-	10187629	10189078	10187629	10189078	2	10187629,10188143,	10187642,10189078,	0	ENSBTAG00000054723.1	cmpl	incmpl	2,0,	53797.3	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000073357.1	662	-	10208212	10209202	10208212	10209202	1	10208212,	10209202,	0	ENSBTAG00000052468.1	cmpl	cmpl	0,	OR7A116	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000081001.1	663	-	10235027	10235383	10235027	10235383	2	10235027,10235327,	10235214,10235383,	0	ENSBTAG00000052986.1	cmpl	cmpl	2,0,	81001.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000072902.1	663	-	10280900	10281959	10280900	10281959	1	10280900,	10281959,	0	ENSBTAG00000049972.1	cmpl	cmpl	0,	OR7A84	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000064850.2	663	-	10296527	10297538	10296527	10297538	1	10296527,	10297538,	0	ENSBTAG00000050300.1	cmpl	incmpl	0,	OR7A94	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000073716.1	664	+	10416393	10417392	10416393	10417392	1	10416393,	10417392,	0	ENSBTAG00000052896.1	cmpl	cmpl	0,	73716.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000075233.1	664	+	10428806	10442492	10428806	10442492	2	10428806,10442108,	10429433,10442492,	0	ENSBTAG00000055231.1	cmpl	cmpl	0,0,	75233.1	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000068776.1	664	+	10456411	10457380	10456411	10457380	1	10456411,	10457380,	0	ENSBTAG00000053515.1	cmpl	cmpl	0,	OR7A10B	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000071064.1	664	+	10479068	10480001	10479068	10480001	1	10479068,	10480001,	0	ENSBTAG00000050870.1	cmpl	cmpl	0,	OR7A91	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000081494.1	665	+	10493767	10494703	10493767	10494703	1	10493767,	10494703,	0	ENSBTAG00000051893.1	cmpl	cmpl	0,	OR7A96	CNVR_312	8782634	10494698	69	46	1	6	62		Mixed	1712065	Has_gene
7	ENSBTAT00000036271.2	670	-	11232358	11260179	11232488	11259807	13	11232358,11232706,11233050,11233218,11233372,11233523,11233705,11233891,11234081,11234279,11234617,11235356,11259792,	11232616,11232752,11233139,11233276,11233416,11233596,11233811,11234007,11234185,11234324,11234669,11235407,11260179,	0	ENSBTAG00000012632.6	cmpl	cmpl	1,0,1,0,1,0,2,0,1,1,0,0,0,	TECR	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000067060.1	670	+	11266466	11267781	11266466	11267781	3	11266466,11267215,11267732,	11266485,11267348,11267781,	0	ENSBTAG00000048525.1	cmpl	cmpl	0,1,2,	67060.1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000036270.2	83	+	11269403	11273083	11269439	11271906	3	11269403,11270796,11271675,	11269650,11271377,11273083,	0	ENSBTAG00000016874.4	cmpl	cmpl	0,1,0,	DNAJB1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000001013.5	671	+	11294340	11298380	11294340	11297550	6	11294340,11295476,11295765,11296713,11297173,11297398,	11294628,11295662,11295946,11296826,11297255,11298380,	0	ENSBTAG00000000764.5	cmpl	cmpl	0,0,0,1,0,1,	GIPC1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000046806.4	671	+	11300365	11304191	11302069	11304191	3	11300365,11302049,11303924,	11301059,11303026,11304191,	0	ENSBTAG00000017041.6	cmpl	cmpl	-1,0,0,	PTGER1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000022652.6	671	-	11304642	11333165	11304918	11332388	22	11304642,11305499,11305670,11306264,11306600,11306820,11307021,11308590,11308783,11308934,11310608,11310795,11311027,11314960,11315192,11317620,11318810,11319212,11323484,11325719,11328429,11332331,	11305122,11305580,11305778,11306407,11306677,11306883,11307198,11308682,11308859,11309014,11310702,11310937,11311103,11315104,11315302,11317815,11319024,11319358,11323620,11325871,11328733,11333165,	0	ENSBTAG00000017037.6	cmpl	cmpl	0,0,0,1,2,2,2,0,2,0,2,1,0,0,1,1,0,1,0,1,0,0,	PKN1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000029088.3	671	+	11351592	11353327	11351908	11353327	7	11351592,11351906,11352354,11352581,11352791,11353047,11353310,	11351697,11352025,11352486,11352691,11352936,11353195,11353327,	0	ENSBTAG00000021820.3	cmpl	cmpl	-1,0,0,0,2,0,1,	DDX39A	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000029084.6	671	-	11353308	11371722	11354128	11371416	20	11353308,11354247,11354442,11354694,11354922,11355092,11355535,11356700,11357430,11358053,11358245,11360430,11360638,11360772,11361782,11362469,11365845,11366551,11366889,11371376,	11354158,11354352,11354611,11354786,11354989,11355319,11355727,11356883,11357645,11358161,11358423,11360508,11360685,11360919,11361929,11362601,11366001,11366671,11366940,11371722,	0	ENSBTAG00000021818.6	cmpl	cmpl	0,0,2,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,	ADGRE5	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000086684.1	672	+	11482009	11484298	11484298	11484298	3	11482009,11483882,11484113,	11482172,11483973,11484298,	0	ENSBTAG00000051693.1	none	none	-1,-1,-1,	86684.1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000083768.1	672	+	11482973	11484298	11484298	11484298	3	11482973,11483882,11484113,	11483040,11483973,11484298,	0	ENSBTAG00000051693.1	none	none	-1,-1,-1,	83768.1	CNVR_313	11234442	11485170	1	1			1		Gain	250729	Has_gene
7	ENSBTAT00000007986.5	85	+	12712002	12714558	12712002	12714558	5	12712002,12712695,12712875,12713508,12714330,	12712171,12712762,12712986,12713605,12714558,	0	ENSBTAG00000006077.5	cmpl	cmpl	0,1,2,2,0,	RTBDN	CNVR_314	12709431	12755099	1	1			1		Gain	45669	Has_gene
7	ENSBTAT00000012731.3	682	-	12722226	12730155	12723300	12727253	10	12722226,12723531,12724570,12724769,12726398,12726597,12726849,12727126,12728605,12729994,	12723436,12723655,12724658,12724907,12726486,12726724,12726921,12727551,12728811,12730155,	0	ENSBTAG00000009661.3	cmpl	cmpl	2,1,0,0,2,1,1,0,-1,-1,	RNASEH2A	CNVR_314	12709431	12755099	1	1			1		Gain	45669	Has_gene
